CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.554;0.529;0.540;0.017;50;0.924;0.882;0.899;0.022;30
SVM_RBF[5.0];1.000;0.377;0.543;0.017;50;1.000;0.377;0.543;0.017;50
SVM_Poly[3,2.0,0.5];0.801;0.878;0.831;0.017;50;0.801;0.878;0.831;0.017;50
REPTree;0.543;0.496;0.501;0.017;50;0.799;0.729;0.737;0.022;34
RandomForest;0.973;0.657;0.757;0.017;50;0.973;0.657;0.757;0.017;50
RandomCommittee;0.899;0.745;0.804;0.017;50;0.899;0.745;0.804;0.017;50
SVM_Puk[1.0, 0.1];1.000;0.395;0.562;0.017;50;1.000;0.395;0.562;0.017;50
MultilayerPerceptron[a];0.929;0.862;0.889;0.017;50;0.948;0.880;0.907;0.018;49
J48;0.486;0.454;0.464;0.017;50;0.900;0.841;0.860;0.024;27


VALIDITY RATIO;(F)
min;0.002197
avg;0.017236
max;0.059082

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.798;0.599;0.655;0.017;450;0.921;0.692;0.755;0.018;390

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.605;0.324;0.387;0.003;45;0.907;0.486;0.580;0.003;30
Doorlopende reisverzekering;0.990;0.854;0.890;0.016;45;0.990;0.854;0.890;0.016;45
AvionFEatures;0.831;0.615;0.678;0.013;45;0.912;0.674;0.744;0.013;41
test_fm;0.646;0.459;0.506;0.002;45;0.880;0.626;0.690;0.002;33
Ökonomische Merkmale;0.936;0.792;0.835;0.024;45;0.936;0.792;0.835;0.024;45
MyFM;0.663;0.430;0.499;0.020;45;0.853;0.553;0.642;0.020;35
Example Mobile Phone;0.769;0.504;0.580;0.015;45;0.911;0.597;0.687;0.015;38
E-portal;0.873;0.701;0.749;0.008;45;0.914;0.733;0.784;0.008;43
ETRobocon;0.990;0.861;0.897;0.059;45;0.990;0.861;0.897;0.059;45
SAL;0.681;0.454;0.525;0.013;45;0.876;0.584;0.675;0.013;35
