CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.434;0.386;0.393;0.017;50;0.749;0.665;0.678;0.022;29
SVM_RBF[5.0];0.980;0.189;0.313;0.017;50;1.000;0.193;0.320;0.018;49
SVM_Poly[3,2.0,0.5];0.696;0.652;0.642;0.017;50;0.711;0.666;0.655;0.018;49
REPTree;0.423;0.418;0.410;0.017;50;0.683;0.674;0.662;0.023;31
RandomForest;0.872;0.455;0.551;0.017;50;0.928;0.484;0.586;0.018;47
RandomCommittee;0.741;0.564;0.617;0.017;50;0.756;0.575;0.629;0.018;49
SVM_Puk[1.0, 0.1];1.000;0.207;0.338;0.017;50;1.000;0.207;0.338;0.017;50
MultilayerPerceptron[a];0.785;0.722;0.742;0.017;50;0.785;0.722;0.742;0.017;50
J48;0.281;0.280;0.280;0.017;50;0.937;0.932;0.932;0.033;15


VALIDITY RATIO;(F)
min;0.002197
avg;0.017236
max;0.059082

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.690;0.430;0.476;0.017;450;0.842;0.525;0.581;0.019;369

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.515;0.167;0.219;0.003;45;0.799;0.259;0.340;0.003;29
Doorlopende reisverzekering;0.993;0.799;0.835;0.016;45;0.993;0.799;0.835;0.016;45
AvionFEatures;0.685;0.415;0.475;0.013;45;0.812;0.491;0.562;0.013;38
test_fm;0.479;0.210;0.248;0.002;45;0.798;0.350;0.414;0.002;27
Ökonomische Merkmale;0.884;0.649;0.698;0.024;45;0.884;0.649;0.698;0.024;45
MyFM;0.557;0.291;0.340;0.020;45;0.738;0.385;0.450;0.020;34
Example Mobile Phone;0.604;0.286;0.346;0.015;45;0.755;0.357;0.432;0.015;36
E-portal;0.669;0.433;0.466;0.008;45;0.813;0.526;0.567;0.008;37
ETRobocon;0.967;0.805;0.824;0.059;45;0.967;0.805;0.824;0.059;45
SAL;0.549;0.249;0.311;0.013;45;0.748;0.339;0.425;0.013;33
