CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.461;0.401;0.417;0.030;50;0.824;0.716;0.744;0.046;28
SVM_RBF[5.0];0.920;0.206;0.331;0.030;50;1.000;0.224;0.360;0.032;46
SVM_Poly[3,2.0,0.5];0.658;0.594;0.593;0.030;50;0.715;0.645;0.645;0.032;46
REPTree;0.318;0.309;0.310;0.030;50;0.838;0.814;0.816;0.060;19
RandomForest;0.820;0.420;0.515;0.030;50;0.953;0.489;0.599;0.034;43
RandomCommittee;0.703;0.606;0.636;0.030;50;0.765;0.659;0.691;0.032;46
SVM_Puk[1.0, 0.1];0.920;0.191;0.309;0.030;50;1.000;0.208;0.336;0.032;46
MultilayerPerceptron[a];0.610;0.601;0.594;0.030;50;0.709;0.699;0.691;0.034;43
J48;0.280;0.290;0.285;0.030;50;0.875;0.906;0.889;0.065;16


VALIDITY RATIO;(F)
min;0.001465
avg;0.029688
max;0.132813

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.632;0.402;0.443;0.030;450;0.854;0.543;0.599;0.037;333

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SmartHome_vConejero_r1;0.190;0.119;0.124;0.001;45;0.714;0.444;0.466;0.001;12
MobileMedia;0.899;0.684;0.721;0.028;45;0.920;0.700;0.738;0.028;44
ordem;0.589;0.322;0.372;0.028;45;0.758;0.414;0.478;0.028;35
VODPlayer;0.862;0.636;0.682;0.048;45;0.881;0.650;0.697;0.048;44
isolation;0.395;0.169;0.199;0.004;45;0.710;0.305;0.357;0.004;25
VOD feature model;0.805;0.556;0.606;0.016;45;0.953;0.659;0.718;0.016;38
Mauricio Alférez;0.483;0.186;0.236;0.005;45;0.836;0.322;0.408;0.005;26
desordem;0.579;0.300;0.357;0.028;45;0.766;0.397;0.473;0.028;34
Mobile Game;0.960;0.785;0.811;0.133;45;0.960;0.785;0.811;0.133;45
SmartHome- Simplified Sample;0.561;0.265;0.326;0.005;45;0.841;0.397;0.489;0.005;30
