CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.824;0.724;0.753;0.017;50;0.958;0.842;0.875;0.019;43
SVM_RBF[5.0];1.000;0.795;0.884;0.017;50;1.000;0.795;0.884;0.017;50
SVM_Poly[3,2.0,0.5];0.937;0.991;0.961;0.017;50;0.937;0.991;0.961;0.017;50
REPTree;0.772;0.709;0.728;0.017;50;0.877;0.806;0.827;0.019;44
RandomForest;0.999;0.925;0.959;0.017;50;0.999;0.925;0.959;0.017;50
RandomCommittee;0.991;0.953;0.970;0.017;50;0.991;0.953;0.970;0.017;50
SVM_Puk[1.0, 0.1];1.000;0.820;0.900;0.017;50;1.000;0.820;0.900;0.017;50
MultilayerPerceptron[a];1.000;0.916;0.954;0.017;50;1.000;0.916;0.954;0.017;50
J48;0.740;0.671;0.700;0.017;50;0.974;0.883;0.921;0.021;38


VALIDITY RATIO;(F)
min;0.002197
avg;0.017236
max;0.059082

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.918;0.834;0.868;0.017;450;0.972;0.883;0.919;0.018;425

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.707;0.598;0.643;0.003;45;0.965;0.816;0.876;0.003;33
Doorlopende reisverzekering;0.995;0.948;0.969;0.016;45;0.995;0.948;0.969;0.016;45
AvionFEatures;0.977;0.917;0.943;0.013;45;0.977;0.917;0.943;0.013;45
test_fm;0.807;0.756;0.772;0.002;45;0.956;0.895;0.914;0.002;38
Ökonomische Merkmale;0.987;0.940;0.961;0.024;45;0.987;0.940;0.961;0.024;45
MyFM;0.921;0.770;0.828;0.020;45;0.942;0.788;0.846;0.020;44
Example Mobile Phone;0.977;0.823;0.885;0.015;45;0.977;0.823;0.885;0.015;45
E-portal;0.986;0.921;0.950;0.008;45;0.986;0.921;0.950;0.008;45
ETRobocon;0.999;0.954;0.974;0.059;45;0.999;0.954;0.974;0.059;45
SAL;0.824;0.711;0.751;0.013;45;0.927;0.800;0.844;0.013;40
