CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.593;0.510;0.528;0.030;100;0.926;0.798;0.824;0.044;64
SVM_RBF[5.0];0.960;0.387;0.543;0.030;100;1.000;0.403;0.566;0.032;96
SVM_Poly[3,2.0,0.5];0.715;0.770;0.719;0.030;100;0.769;0.828;0.773;0.033;93
REPTree;0.428;0.424;0.418;0.030;100;0.824;0.815;0.804;0.050;52
RandomForest;0.921;0.680;0.755;0.030;100;0.980;0.724;0.804;0.032;94
RandomCommittee;0.830;0.752;0.768;0.030;100;0.846;0.768;0.784;0.031;98
SVM_Puk[1.0, 0.1];0.950;0.389;0.543;0.030;100;1.000;0.409;0.572;0.032;95
MultilayerPerceptron[a];0.764;0.707;0.725;0.030;100;0.822;0.760;0.780;0.033;93
J48;0.383;0.382;0.379;0.030;100;0.912;0.909;0.903;0.058;42


VALIDITY RATIO;(F)
min;0.001465
avg;0.030469
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.727;0.556;0.598;0.030;900;0.900;0.688;0.740;0.036;727

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AA;0.595;0.395;0.450;0.017;45;0.787;0.522;0.595;0.017;34
Prontuário Eletrônico de Pacientes;0.623;0.461;0.497;0.011;45;0.850;0.628;0.677;0.011;33
CIMS PL;0.292;0.233;0.238;0.002;45;0.731;0.583;0.594;0.002;18
VODPlayer;0.917;0.807;0.828;0.048;45;0.917;0.807;0.828;0.048;45
isolation;0.529;0.333;0.366;0.004;45;0.794;0.500;0.550;0.004;30
VOD feature model;0.967;0.822;0.863;0.016;45;0.989;0.840;0.882;0.016;44
Mauricio Alférez;0.637;0.400;0.461;0.005;45;0.896;0.563;0.648;0.005;32
test gv;0.982;0.836;0.874;0.032;45;0.982;0.836;0.874;0.032;45
desordem;0.785;0.501;0.583;0.028;45;0.862;0.550;0.640;0.028;41
SmartHome- Simplified Sample;0.685;0.457;0.513;0.005;45;0.881;0.587;0.660;0.005;35
SmartHome_vConejero_r1;0.315;0.215;0.228;0.001;45;0.788;0.537;0.569;0.001;18
rtrt;0.870;0.681;0.734;0.020;45;0.955;0.748;0.806;0.020;41
MobileMedia;0.965;0.826;0.866;0.028;45;0.965;0.826;0.866;0.028;45
Computer Selection;0.415;0.259;0.294;0.003;45;0.812;0.507;0.576;0.003;23
FeatureModel1;0.869;0.718;0.754;0.017;45;0.931;0.769;0.807;0.017;42
Phone;0.853;0.713;0.748;0.046;45;0.892;0.747;0.783;0.046;43
ordem;0.760;0.457;0.538;0.028;45;0.900;0.542;0.637;0.028;38
Simnumero;0.507;0.277;0.327;0.009;45;0.761;0.415;0.491;0.009;30
Mobile Game;0.977;0.859;0.890;0.133;45;0.977;0.859;0.890;0.133;45
WebApp;0.999;0.863;0.902;0.157;45;0.999;0.863;0.902;0.157;45
