CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.471;0.407;0.423;0.023;200;0.841;0.726;0.755;0.035;112
SVM_RBF[5.0];0.925;0.198;0.320;0.023;200;1.000;0.214;0.346;0.025;185
SVM_Poly[3,2.0,0.5];0.634;0.618;0.598;0.023;200;0.700;0.683;0.661;0.025;181
REPTree;0.369;0.360;0.358;0.023;200;0.786;0.766;0.762;0.039;94
RandomForest;0.839;0.446;0.537;0.023;200;0.948;0.504;0.607;0.026;177
RandomCommittee;0.701;0.575;0.608;0.023;200;0.753;0.619;0.653;0.025;186
SVM_Puk[1.0, 0.1];0.930;0.202;0.325;0.023;200;1.000;0.217;0.349;0.025;186
MultilayerPerceptron[a];0.662;0.632;0.631;0.023;200;0.739;0.706;0.705;0.025;179
J48;0.300;0.296;0.297;0.023;200;0.908;0.898;0.900;0.050;66


VALIDITY RATIO;(F)
min;0.000244
avg;0.023163
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.648;0.415;0.455;0.023;1800;0.854;0.547;0.600;0.028;1366

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.993;0.799;0.835;0.016;45;0.993;0.799;0.835;0.016;45
Loja Virtual;0.943;0.756;0.789;0.028;45;0.943;0.756;0.789;0.028;45
CCCMS;0.986;0.815;0.841;0.059;45;0.986;0.815;0.841;0.059;45
Bicis_Feature_Model;0.566;0.229;0.292;0.007;45;0.821;0.332;0.424;0.007;31
Phone sple;0.947;0.637;0.718;0.027;45;0.947;0.637;0.718;0.027;45
VOD feature model;0.805;0.556;0.606;0.016;45;0.953;0.659;0.718;0.016;38
FM1;0.175;0.133;0.131;0.000;45;0.715;0.545;0.534;0.000;11
Mauricio Alférez;0.483;0.186;0.236;0.005;45;0.836;0.322;0.408;0.005;26
test gv;0.932;0.675;0.726;0.032;45;0.975;0.707;0.759;0.032;43
SmartHome- Simplified Sample;0.561;0.265;0.326;0.005;45;0.841;0.397;0.489;0.005;30
UPL;0.829;0.546;0.616;0.009;45;0.888;0.585;0.660;0.009;42
SmartHome_vConejero_r1;0.190;0.119;0.124;0.001;45;0.714;0.444;0.466;0.001;12
MobileMedia;0.899;0.684;0.721;0.028;45;0.920;0.700;0.738;0.028;44
Phone;0.793;0.538;0.587;0.046;45;0.811;0.550;0.601;0.046;44
ordem;0.589;0.322;0.372;0.028;45;0.758;0.414;0.478;0.028;35
MiniRPG;0.636;0.329;0.390;0.002;45;0.895;0.463;0.548;0.002;32
Text Editor;0.504;0.219;0.261;0.003;45;0.687;0.298;0.356;0.003;33
KIModel;0.512;0.224;0.260;0.002;45;0.744;0.325;0.378;0.002;31
ETRobocon;0.967;0.805;0.824;0.059;45;0.967;0.805;0.824;0.059;45
AA;0.522;0.254;0.296;0.017;45;0.757;0.368;0.430;0.017;31
Prontuário Eletrônico de Pacientes;0.422;0.228;0.257;0.011;45;0.759;0.411;0.463;0.011;25
AvionFEatures;0.685;0.415;0.475;0.013;45;0.812;0.491;0.562;0.013;38
test_fm;0.479;0.210;0.248;0.002;45;0.798;0.350;0.414;0.002;27
CIMS PL;0.105;0.100;0.084;0.002;45;0.591;0.563;0.471;0.002;8
VODPlayer;0.862;0.636;0.682;0.048;45;0.881;0.650;0.697;0.048;44
aaaaaa;0.956;0.734;0.783;0.008;45;1.000;0.768;0.820;0.008;43
isolation;0.395;0.169;0.199;0.004;45;0.710;0.305;0.357;0.004;25
Example Mobile Phone;0.604;0.286;0.346;0.015;45;0.755;0.357;0.432;0.015;36
E-portal;0.669;0.433;0.466;0.008;45;0.813;0.526;0.567;0.008;37
desordem;0.579;0.300;0.357;0.028;45;0.766;0.397;0.473;0.028;34
carpl;0.515;0.167;0.219;0.003;45;0.799;0.259;0.340;0.003;29
rtrt;0.634;0.366;0.411;0.020;45;0.839;0.484;0.543;0.020;34
Ökonomische Merkmale;0.884;0.649;0.698;0.024;45;0.884;0.649;0.698;0.024;45
Computer Selection;0.220;0.126;0.126;0.003;45;0.707;0.405;0.404;0.003;14
FeatureModel1;0.613;0.390;0.401;0.017;45;0.788;0.501;0.516;0.017;35
MyFM;0.557;0.291;0.340;0.020;45;0.738;0.385;0.450;0.020;34
Simnumero;0.400;0.185;0.215;0.009;45;0.667;0.309;0.358;0.009;27
Mobile Game;0.960;0.785;0.811;0.133;45;0.960;0.785;0.811;0.133;45
SAL;0.549;0.249;0.311;0.013;45;0.748;0.339;0.425;0.013;33
WebApp;0.992;0.791;0.830;0.157;45;0.992;0.791;0.830;0.157;45
