CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.841;0.786;0.802;0.023;250;0.973;0.910;0.929;0.026;216
SVM_RBF[5.0];1.000;0.900;0.946;0.023;250;1.000;0.900;0.946;0.023;250
SVM_Poly[3,2.0,0.5];0.959;0.986;0.968;0.023;250;0.959;0.986;0.968;0.023;250
REPTree;0.813;0.739;0.763;0.023;250;0.949;0.863;0.891;0.027;214
RandomForest;1.000;0.961;0.977;0.023;250;1.000;0.961;0.977;0.023;250
RandomCommittee;0.966;0.952;0.958;0.023;250;0.994;0.980;0.985;0.024;243
SVM_Puk[1.0, 0.1];0.980;0.876;0.924;0.023;250;1.000;0.894;0.943;0.024;245
MultilayerPerceptron[a];0.942;0.856;0.893;0.023;250;0.994;0.903;0.942;0.025;237
J48;0.698;0.653;0.671;0.023;250;0.986;0.922;0.947;0.031;177


VALIDITY RATIO;(F)
min;0.000244
avg;0.023401
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.911;0.857;0.878;0.023;2250;0.984;0.926;0.949;0.025;2082

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.995;0.973;0.983;0.028;45;0.995;0.973;0.983;0.028;45
CCCMS;1.000;0.977;0.988;0.059;45;1.000;0.977;0.988;0.059;45
Bicis_Feature_Model;0.901;0.722;0.773;0.007;45;0.989;0.793;0.849;0.007;41
Phone sple;0.999;0.933;0.961;0.027;45;0.999;0.933;0.961;0.027;45
test gv;0.999;0.964;0.980;0.032;45;0.999;0.964;0.980;0.032;45
SmartHome- Simplified Sample;0.873;0.808;0.835;0.005;45;0.983;0.909;0.940;0.005;40
UPL;0.997;0.931;0.961;0.009;45;0.997;0.931;0.961;0.009;45
SmartHome_vConejero_r1;0.608;0.600;0.598;0.001;45;0.943;0.931;0.927;0.001;29
CFDP Library;1.000;0.976;0.987;0.058;90;1.000;0.976;0.987;0.058;90
ordem;0.951;0.834;0.881;0.028;45;0.951;0.834;0.881;0.028;45
Text Editor;0.784;0.690;0.724;0.003;45;0.980;0.862;0.905;0.003;36
KIModel;0.803;0.744;0.769;0.002;45;0.977;0.904;0.935;0.002;37
AA;0.798;0.698;0.726;0.017;45;0.971;0.849;0.883;0.017;37
