CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.339;0.296;0.308;0.017;50;0.737;0.644;0.670;0.026;23
SVM_RBF[5.0];0.940;0.091;0.163;0.017;50;1.000;0.097;0.174;0.018;47
SVM_Poly[3,2.0,0.5];0.511;0.464;0.463;0.017;50;0.544;0.493;0.492;0.018;47
REPTree;0.228;0.245;0.231;0.017;50;0.761;0.815;0.770;0.032;15
RandomForest;0.756;0.319;0.405;0.017;50;0.879;0.371;0.471;0.020;43
RandomCommittee;0.573;0.423;0.472;0.017;50;0.652;0.481;0.537;0.019;44
SVM_Puk[1.0, 0.1];0.900;0.095;0.169;0.017;50;1.000;0.106;0.188;0.019;45
MultilayerPerceptron[a];0.491;0.509;0.489;0.017;50;0.546;0.566;0.543;0.019;45
J48;0.207;0.216;0.211;0.017;50;0.863;0.899;0.878;0.037;12


VALIDITY RATIO;(F)
min;0.002197
avg;0.017236
max;0.059082

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.550;0.295;0.323;0.017;450;0.770;0.414;0.453;0.021;321

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.258;0.070;0.089;0.003;45;0.684;0.186;0.235;0.003;17
Doorlopende reisverzekering;0.869;0.598;0.642;0.016;45;0.931;0.641;0.688;0.016;42
AvionFEatures;0.534;0.256;0.291;0.013;45;0.729;0.349;0.397;0.013;33
test_fm;0.209;0.141;0.128;0.002;45;0.588;0.396;0.360;0.002;16
Ökonomische Merkmale;0.759;0.456;0.505;0.024;45;0.813;0.489;0.541;0.024;42
MyFM;0.460;0.144;0.182;0.020;45;0.627;0.197;0.249;0.020;33
Example Mobile Phone;0.473;0.177;0.207;0.015;45;0.666;0.249;0.292;0.015;32
E-portal;0.511;0.204;0.232;0.008;45;0.742;0.296;0.337;0.008;31
ETRobocon;0.966;0.764;0.780;0.059;45;0.966;0.764;0.780;0.059;45
SAL;0.457;0.142;0.178;0.013;45;0.686;0.213;0.266;0.013;30
