CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.690;0.643;0.657;0.017;50;0.907;0.846;0.864;0.019;38
SVM_RBF[5.0];1.000;0.500;0.662;0.017;50;1.000;0.500;0.662;0.017;50
SVM_Poly[3,2.0,0.5];0.871;0.919;0.889;0.017;50;0.871;0.919;0.889;0.017;50
REPTree;0.632;0.554;0.570;0.017;50;0.810;0.710;0.730;0.021;39
RandomForest;0.980;0.774;0.851;0.017;50;0.980;0.774;0.851;0.017;50
RandomCommittee;0.942;0.838;0.881;0.017;50;0.942;0.838;0.881;0.017;50
SVM_Puk[1.0, 0.1];1.000;0.510;0.669;0.017;50;1.000;0.510;0.669;0.017;50
MultilayerPerceptron[a];0.969;0.886;0.922;0.017;50;0.969;0.886;0.922;0.017;50
J48;0.569;0.499;0.526;0.017;50;0.981;0.861;0.908;0.023;29


VALIDITY RATIO;(F)
min;0.002197
avg;0.017236
max;0.059082

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.5];0.850;0.681;0.736;0.017;450;0.942;0.754;0.816;0.018;406

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.638;0.459;0.510;0.003;45;0.897;0.646;0.717;0.003;32
Doorlopende reisverzekering;0.997;0.875;0.915;0.016;45;0.997;0.875;0.915;0.016;45
AvionFEatures;0.947;0.772;0.835;0.013;45;0.947;0.772;0.835;0.013;45
test_fm;0.702;0.523;0.578;0.002;45;0.929;0.693;0.765;0.002;34
Ökonomische Merkmale;0.968;0.826;0.878;0.024;45;0.968;0.826;0.878;0.024;45
MyFM;0.726;0.531;0.595;0.020;45;0.882;0.645;0.723;0.020;37
Example Mobile Phone;0.914;0.657;0.744;0.015;45;0.934;0.672;0.761;0.015;44
E-portal;0.911;0.767;0.809;0.008;45;0.932;0.784;0.828;0.008;44
ETRobocon;0.996;0.885;0.923;0.059;45;0.996;0.885;0.923;0.059;45
SAL;0.704;0.509;0.576;0.013;45;0.905;0.655;0.741;0.013;35
