CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.784;0.631;0.662;0.026;104;0.970;0.781;0.819;0.030;84
SVM_RBF[5.0];1.000;1.000;1.000;0.026;104;1.000;1.000;1.000;0.026;104
HoeffdingTree;0.201;0.121;0.126;0.026;104;0.597;0.358;0.373;0.042;35
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.026;104;1.000;1.000;1.000;0.026;104
REPTree;0.809;0.697;0.733;0.026;104;0.967;0.833;0.876;0.030;87
RandomForest;1.000;1.000;1.000;0.026;104;1.000;1.000;1.000;0.026;104
StochasticGradientDescend;0.100;0.088;0.079;0.026;104;0.796;0.704;0.629;0.092;13
RandomCommittee;0.955;0.894;0.905;0.026;104;0.983;0.921;0.932;0.026;101
NaiveBayesUpdateable;0.273;0.109;0.136;0.026;104;0.860;0.345;0.429;0.054;33
SVM_Puk[1.0, 0.1];1.000;0.991;0.995;0.026;104;1.000;0.991;0.995;0.026;104
MultilayerPerceptron[a];0.981;0.893;0.931;0.026;104;1.000;0.910;0.949;0.026;102
J48;0.581;0.489;0.517;0.026;104;0.974;0.820;0.868;0.036;62


VALIDITY RATIO;(F)
min;0.000732
avg;0.025738
max;0.250488

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.724;0.659;0.674;0.026;1248;0.968;0.882;0.901;0.030;933

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile phone;0.750;0.717;0.731;0.010;12;0.900;0.860;0.878;0.010;10
Maquina de Cae;0.750;0.653;0.682;0.036;12;1.000;0.871;0.910;0.036;9
test gv;0.833;0.755;0.771;0.032;12;1.000;0.906;0.925;0.032;10
E-Shop, magister2014;0.750;0.579;0.598;0.019;12;1.000;0.772;0.798;0.019;9
Hello World;0.686;0.645;0.642;0.034;12;0.749;0.704;0.700;0.034;11
LXEP;0.417;0.361;0.375;0.003;12;1.000;0.867;0.900;0.003;5
ordem;0.833;0.668;0.704;0.028;12;1.000;0.802;0.845;0.028;10
eshop;0.750;0.717;0.728;0.010;12;0.900;0.860;0.873;0.010;10
AA;0.667;0.632;0.647;0.017;12;1.000;0.949;0.971;0.017;8
E-SHOP;0.550;0.583;0.565;0.008;12;0.943;1.000;0.968;0.008;7
Example Product Line Course Using SPLOT;0.750;0.633;0.671;0.015;12;0.900;0.760;0.806;0.015;10
AvionFEatures;0.833;0.782;0.803;0.013;12;1.000;0.938;0.964;0.013;10
Disenio;0.583;0.483;0.521;0.005;12;1.000;0.829;0.893;0.005;7
CIMS PL;0.333;0.333;0.333;0.002;12;1.000;1.000;1.000;0.002;4
testing;1.000;0.998;0.999;0.125;12;1.000;0.998;0.999;0.125;12
Address Book;0.917;0.850;0.874;0.018;12;1.000;0.928;0.953;0.018;11
VODPlayer;0.750;0.689;0.705;0.048;12;1.000;0.918;0.940;0.048;9
isolation;0.583;0.563;0.571;0.004;12;1.000;0.964;0.980;0.004;7
Jogo;0.583;0.539;0.557;0.002;24;1.000;0.924;0.956;0.002;14
desordem;0.833;0.668;0.704;0.028;12;1.000;0.802;0.845;0.028;10
1;0.834;0.815;0.773;0.007;12;0.910;0.890;0.843;0.007;11
Mobile Phone GF;0.677;0.738;0.701;0.014;12;0.813;0.886;0.841;0.014;10
rtrt;0.917;0.783;0.806;0.020;12;1.000;0.855;0.879;0.020;11
Sylvain Example;0.629;0.636;0.628;0.005;12;0.839;0.848;0.838;0.005;9
MK Andes;0.667;0.617;0.639;0.005;12;1.000;0.925;0.958;0.005;8
Computer Selection;0.500;0.472;0.483;0.003;12;1.000;0.944;0.967;0.003;6
Modelo;0.500;0.438;0.450;0.004;12;0.857;0.750;0.771;0.004;7
Mobile Game;1.000;0.856;0.895;0.133;12;1.000;0.856;0.895;0.133;12
