CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.915;0.501;0.589;0.010;131;0.929;0.509;0.598;0.010;129
SVM_RBF[5.0];1.000;1.000;1.000;0.010;131;1.000;1.000;1.000;0.010;131
HoeffdingTree;0.150;0.107;0.097;0.010;131;0.221;0.157;0.142;0.011;89
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.010;131;1.000;1.000;1.000;0.010;131
REPTree;0.935;0.736;0.793;0.010;131;0.935;0.736;0.793;0.010;131
RandomForest;1.000;1.000;1.000;0.010;131;1.000;1.000;1.000;0.010;131
StochasticGradientDescend;0.105;0.070;0.077;0.010;131;0.624;0.416;0.456;0.037;22
RandomCommittee;0.988;0.660;0.756;0.010;131;0.988;0.660;0.756;0.010;131
NaiveBayesUpdateable;0.110;0.020;0.034;0.010;131;0.897;0.166;0.278;0.043;16
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.010;131;1.000;1.000;1.000;0.010;131
MultilayerPerceptron[a];1.000;0.784;0.862;0.010;131;1.000;0.784;0.862;0.010;131
J48;0.313;0.280;0.294;0.010;131;0.977;0.872;0.916;0.021;42


VALIDITY RATIO;(F)
min;0.001953
avg;0.010007
max;0.049072

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.710;0.596;0.625;0.010;1572;0.918;0.772;0.809;0.011;1215

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.583;0.451;0.477;0.002;12;1.000;0.773;0.818;0.002;7
Telecommunication_System;0.583;0.447;0.486;0.005;12;1.000;0.767;0.833;0.005;7
Movil;0.833;0.695;0.736;0.007;12;1.000;0.834;0.884;0.007;10
WB2;0.932;0.814;0.844;0.049;72;0.932;0.814;0.844;0.049;72
Matrix chain multiplication;0.667;0.484;0.531;0.008;12;1.000;0.727;0.797;0.008;8
Cellphone;0.667;0.522;0.553;0.007;12;1.000;0.783;0.829;0.007;8
FM with optional XOR;0.744;0.720;0.731;0.005;252;0.897;0.868;0.882;0.005;209
27-5-207 test;0.666;0.616;0.613;0.021;72;0.888;0.822;0.818;0.021;54
Test;0.667;0.490;0.536;0.004;12;1.000;0.734;0.803;0.004;8
Implementacion;0.667;0.500;0.554;0.004;252;0.918;0.689;0.763;0.004;183
CFDP Library;0.968;0.843;0.872;0.039;120;0.968;0.843;0.872;0.039;120
Pruebas;0.667;0.500;0.556;0.002;252;1.000;0.750;0.833;0.002;168
JCS;0.729;0.650;0.679;0.024;36;0.938;0.836;0.873;0.024;28
Cell-Phone-SPL-2014-Mined;0.643;0.539;0.550;0.004;432;0.857;0.719;0.733;0.004;324
FMConfig;0.750;0.564;0.624;0.017;12;1.000;0.752;0.832;0.017;9
