CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.933;0.868;0.884;0.013;220;0.937;0.872;0.888;0.013;219
SVM_RBF[5.0];1.000;1.000;1.000;0.013;220;1.000;1.000;1.000;0.013;220
HoeffdingTree;0.156;0.190;0.154;0.013;220;0.282;0.342;0.277;0.016;122
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.013;220;1.000;1.000;1.000;0.013;220
REPTree;0.700;0.528;0.588;0.013;220;1.000;0.754;0.840;0.017;154
RandomForest;1.000;1.000;1.000;0.013;220;1.000;1.000;1.000;0.013;220
StochasticGradientDescend;0.005;0.004;0.005;0.013;220;1.000;0.982;0.991;0.028;1
RandomCommittee;1.000;0.975;0.986;0.013;220;1.000;0.975;0.986;0.013;220
NaiveBayesUpdateable;0.232;0.027;0.047;0.013;220;1.000;0.115;0.203;0.033;51
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.013;220;1.000;1.000;1.000;0.013;220
MultilayerPerceptron[a];1.000;0.891;0.941;0.013;220;1.000;0.891;0.941;0.013;220
J48;0.391;0.331;0.354;0.013;220;1.000;0.847;0.905;0.027;86


VALIDITY RATIO;(F)
min;0.002930
avg;0.012573
max;0.035645

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.701;0.651;0.663;0.013;2640;0.948;0.880;0.896;0.014;1953

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;1.000;0.925;0.945;0.028;12;1.000;0.925;0.945;0.028;12
ZMUConcernExample;0.833;0.741;0.776;0.004;12;1.000;0.889;0.931;0.004;10
SPL_e_commerce;0.667;0.582;0.598;0.028;12;1.000;0.873;0.897;0.028;8
Phone sple;0.813;0.763;0.781;0.027;36;0.975;0.915;0.937;0.027;30
Final model;0.651;0.625;0.627;0.003;792;0.868;0.833;0.836;0.003;594
E-shop;0.833;0.728;0.748;0.015;12;1.000;0.873;0.897;0.015;10
Basic Car;0.917;0.865;0.883;0.008;12;1.000;0.943;0.964;0.008;11
Sylvain Example;0.583;0.556;0.568;0.003;792;1.000;0.952;0.973;0.003;462
Car;0.806;0.744;0.751;0.006;36;0.967;0.892;0.902;0.006;30
Phone;0.832;0.745;0.750;0.009;36;0.998;0.894;0.900;0.009;30
Xor Example;0.750;0.650;0.690;0.020;336;1.000;0.867;0.920;0.020;252
Xor Example 2;0.877;0.796;0.804;0.036;540;0.957;0.869;0.877;0.036;495
Text Editor;0.750;0.708;0.726;0.003;12;1.000;0.944;0.968;0.003;9
