CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.937;0.864;0.873;0.011;4844;0.937;0.864;0.873;0.011;4844
SVM_RBF[5.0];1.000;1.000;1.000;0.011;4844;1.000;1.000;1.000;0.011;4844
HoeffdingTree;0.259;0.139;0.135;0.011;4844;0.378;0.203;0.198;0.014;3319
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.011;4844;1.000;1.000;1.000;0.011;4844
REPTree;0.697;0.515;0.579;0.011;4844;0.949;0.701;0.788;0.014;3557
RandomForest;1.000;1.000;1.000;0.011;4844;1.000;1.000;1.000;0.011;4844
StochasticGradientDescend;0.002;0.001;0.001;0.011;4844;0.921;0.473;0.603;0.038;8
RandomCommittee;1.000;0.952;0.967;0.011;4844;1.000;0.952;0.967;0.011;4844
NaiveBayesUpdateable;0.192;0.036;0.060;0.011;4844;1.000;0.190;0.311;0.040;931
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.011;4844;1.000;1.000;1.000;0.011;4844
MultilayerPerceptron[a];1.000;0.894;0.942;0.011;4844;1.000;0.894;0.942;0.011;4844
J48;0.230;0.216;0.221;0.011;4844;0.999;0.938;0.962;0.036;1113


VALIDITY RATIO;(F)
min;0.001953
avg;0.010896
max;0.049072

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.693;0.635;0.648;0.011;58128;0.940;0.861;0.880;0.013;42836

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Sylvain Example;0.619;0.586;0.596;0.004;24948;0.958;0.906;0.921;0.004;16137
27-5-207 test;0.750;0.616;0.638;0.021;12;1.000;0.822;0.850;0.021;9
WB2;1.000;0.814;0.861;0.049;12;1.000;0.814;0.861;0.049;12
Implementacion;0.667;0.500;0.554;0.004;672;0.955;0.716;0.794;0.004;469
Xor Example;0.750;0.650;0.690;0.020;1512;1.000;0.867;0.920;0.020;1134
CFDP Library;0.991;0.843;0.880;0.039;72;0.991;0.843;0.880;0.039;72
Xor Example 2;0.885;0.796;0.808;0.036;5544;0.965;0.869;0.882;0.036;5082
Pruebas;0.667;0.500;0.556;0.002;672;1.000;0.750;0.833;0.002;448
Cell-Phone-SPL-2014-Mined;0.676;0.539;0.560;0.004;3024;0.902;0.719;0.747;0.004;2268
Final model;0.659;0.625;0.632;0.003;15444;0.879;0.833;0.842;0.003;11583
XOR NEW;0.917;0.786;0.816;0.043;5544;1.000;0.857;0.890;0.043;5082
FM with optional XOR;0.747;0.720;0.732;0.005;672;0.930;0.896;0.911;0.005;540
