CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.897;0.848;0.859;0.013;71;0.950;0.899;0.910;0.013;67
SVM_RBF[5.0];1.000;1.000;1.000;0.013;71;1.000;1.000;1.000;0.013;71
HoeffdingTree;0.202;0.239;0.179;0.013;71;0.359;0.425;0.318;0.016;40
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.013;71;1.000;1.000;1.000;0.013;71
REPTree;0.813;0.688;0.734;0.013;71;0.996;0.842;0.898;0.016;58
RandomForest;1.000;1.000;1.000;0.013;71;1.000;1.000;1.000;0.013;71
StochasticGradientDescend;0.013;0.028;0.015;0.013;71;0.450;0.982;0.532;0.028;2
RandomCommittee;0.994;0.966;0.973;0.013;71;0.994;0.966;0.973;0.013;71
NaiveBayesUpdateable;0.268;0.041;0.066;0.013;71;1.000;0.154;0.247;0.026;19
SVM_Puk[1.0, 0.1];1.000;0.995;0.997;0.013;71;1.000;0.995;0.997;0.013;71
MultilayerPerceptron[a];0.986;0.888;0.932;0.013;71;1.000;0.900;0.945;0.013;70
J48;0.574;0.486;0.517;0.013;71;0.994;0.842;0.895;0.020;41


VALIDITY RATIO;(F)
min;0.000366
avg;0.013228
max;0.035645

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.729;0.682;0.689;0.013;852;0.952;0.891;0.901;0.014;652

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.938;0.925;0.899;0.028;24;0.938;0.925;0.899;0.028;24
NovoSiga;0.833;0.677;0.693;0.010;12;1.000;0.812;0.832;0.010;10
ubuntu;0.750;0.657;0.685;0.009;12;1.000;0.877;0.913;0.009;9
asdsfa ewtwwe;0.833;0.806;0.817;0.006;12;1.000;0.967;0.980;0.006;10
ZMUConcernExample;0.787;0.741;0.748;0.004;24;0.944;0.889;0.898;0.004;20
SPL_e_commerce;0.576;0.582;0.573;0.028;24;0.865;0.873;0.859;0.028;16
Bicis_Feature_Model;0.583;0.464;0.492;0.007;12;1.000;0.796;0.843;0.007;7
aaaaaa;0.750;0.750;0.750;0.008;12;1.000;1.000;1.000;0.008;9
Phone sple;0.793;0.763;0.771;0.027;36;0.951;0.915;0.925;0.027;30
Online shopping software;0.417;0.389;0.400;0.000;12;1.000;0.933;0.960;0.000;5
Final model;0.648;0.625;0.625;0.003;144;0.864;0.833;0.834;0.003;108
drupal sawsen;0.750;0.750;0.750;0.008;12;1.000;1.000;1.000;0.008;9
E-shop;0.808;0.728;0.735;0.015;24;0.970;0.873;0.882;0.015;20
Basic Car;0.877;0.865;0.848;0.008;24;0.956;0.943;0.925;0.008;22
Sylvain Example;0.583;0.556;0.568;0.003;144;1.000;0.952;0.973;0.003;84
Car;0.778;0.744;0.748;0.006;36;0.934;0.892;0.897;0.006;30
Phone;0.830;0.745;0.749;0.009;36;0.996;0.894;0.899;0.009;30
Xor Example;0.750;0.650;0.690;0.020;96;1.000;0.867;0.920;0.020;72
Xor Example 2;0.873;0.796;0.801;0.036;120;0.952;0.869;0.874;0.036;110
Text Editor;0.698;0.708;0.681;0.003;24;0.931;0.944;0.908;0.003;18
Webshop_SPLE2014_Chalmers;0.750;0.722;0.735;0.004;12;1.000;0.963;0.980;0.004;9
