CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.933;0.874;0.887;0.011;619;0.933;0.874;0.887;0.011;619
SVM_RBF[5.0];1.000;1.000;1.000;0.011;619;1.000;1.000;1.000;0.011;619
HoeffdingTree;0.131;0.165;0.134;0.011;619;0.237;0.298;0.243;0.014;342
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.011;619;1.000;1.000;1.000;0.011;619
REPTree;0.645;0.454;0.519;0.011;619;1.000;0.704;0.805;0.015;399
RandomForest;1.000;1.000;1.000;0.011;619;1.000;1.000;1.000;0.011;619
StochasticGradientDescend;0.000;0.000;0.000;0.011;619;0.000;0.000;0.000;0.000;0
RandomCommittee;1.000;0.982;0.990;0.011;619;1.000;0.982;0.990;0.011;619
NaiveBayesUpdateable;0.195;0.021;0.038;0.011;619;1.000;0.109;0.196;0.035;121
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.011;619;1.000;1.000;1.000;0.011;619
MultilayerPerceptron[a];1.000;0.893;0.942;0.011;619;1.000;0.893;0.942;0.011;619
J48;0.289;0.249;0.264;0.011;619;1.000;0.860;0.913;0.030;179


VALIDITY RATIO;(F)
min;0.002930
avg;0.010873
max;0.035645

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.683;0.636;0.648;0.011;7428;0.944;0.880;0.896;0.013;5374

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Sylvain Example;0.583;0.556;0.568;0.003;2640;1.000;0.952;0.973;0.003;1540
Car;0.833;0.744;0.755;0.006;12;1.000;0.892;0.906;0.006;10
Phone;0.833;0.745;0.750;0.009;12;1.000;0.894;0.900;0.009;10
Xor Example;0.750;0.650;0.690;0.020;672;1.000;0.867;0.920;0.020;504
Xor Example 2;0.882;0.796;0.807;0.036;1440;0.962;0.869;0.880;0.036;1320
Phone sple;0.833;0.763;0.789;0.027;12;1.000;0.915;0.947;0.027;10
Final model;0.655;0.625;0.629;0.003;2640;0.873;0.833;0.839;0.003;1980
