CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.828;0.481;0.558;0.013;70;0.920;0.534;0.620;0.013;63
SVM_RBF[5.0];1.000;1.000;1.000;0.013;70;1.000;1.000;1.000;0.013;70
HoeffdingTree;0.203;0.118;0.126;0.013;70;0.339;0.196;0.209;0.016;42
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.013;70;1.000;1.000;1.000;0.013;70
REPTree;0.947;0.753;0.808;0.013;70;0.947;0.753;0.808;0.013;70
RandomForest;1.000;1.000;1.000;0.013;70;1.000;1.000;1.000;0.013;70
StochasticGradientDescend;0.144;0.090;0.091;0.013;70;0.559;0.351;0.352;0.033;18
RandomCommittee;0.950;0.695;0.760;0.013;70;0.964;0.705;0.771;0.013;69
NaiveBayesUpdateable;0.134;0.028;0.045;0.013;70;0.779;0.162;0.265;0.037;12
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.013;70;1.000;1.000;1.000;0.013;70
MultilayerPerceptron[a];1.000;0.819;0.886;0.013;70;1.000;0.819;0.886;0.013;70
J48;0.369;0.311;0.333;0.013;70;0.956;0.808;0.862;0.023;27


VALIDITY RATIO;(F)
min;0.001709
avg;0.012521
max;0.049072

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.715;0.608;0.634;0.013;840;0.922;0.784;0.818;0.014;651

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
hhhhhhh;0.583;0.583;0.583;0.004;12;1.000;1.000;1.000;0.004;7
This is a test;0.917;0.781;0.807;0.032;12;1.000;0.852;0.881;0.032;11
WB2;0.900;0.814;0.836;0.049;48;0.900;0.814;0.836;0.049;48
Matrix chain multiplication;0.653;0.484;0.530;0.008;24;0.979;0.727;0.795;0.008;16
FM with optional XOR;0.743;0.720;0.731;0.005;84;0.892;0.864;0.877;0.005;70
PC model;0.750;0.618;0.656;0.009;12;1.000;0.825;0.875;0.009;9
Weather Station;0.833;0.592;0.629;0.021;12;1.000;0.710;0.755;0.021;10
27-5-207 test;0.625;0.616;0.601;0.021;48;0.833;0.822;0.802;0.021;36
Test;0.657;0.490;0.532;0.004;24;0.928;0.691;0.751;0.004;17
Implementacion;0.667;0.500;0.554;0.004;84;0.903;0.677;0.751;0.004;62
mon model;0.500;0.500;0.500;0.006;12;1.000;1.000;1.000;0.006;6
CFDP Library;0.957;0.843;0.867;0.039;60;0.957;0.843;0.867;0.039;60
IntelligentTutoringSystem;1.000;0.896;0.921;0.021;12;1.000;0.896;0.921;0.021;12
Cell-Phone-SPL-2014-Mined;0.633;0.539;0.546;0.004;108;0.844;0.719;0.728;0.004;81
FMConfig;0.713;0.564;0.612;0.017;24;0.855;0.677;0.734;0.017;20
Ubuntu;0.667;0.487;0.516;0.006;12;1.000;0.731;0.773;0.006;8
Parking lot Manager;0.549;0.451;0.473;0.002;24;0.941;0.773;0.811;0.002;14
Telecommunication_System;0.580;0.447;0.485;0.005;24;0.995;0.767;0.832;0.005;14
smartPhone;1.000;0.791;0.819;0.011;12;1.000;0.791;0.819;0.011;12
Movil;0.784;0.695;0.718;0.007;24;0.940;0.834;0.862;0.007;20
Cellphone;0.662;0.522;0.551;0.007;24;0.993;0.783;0.826;0.007;16
FeatureModelName;0.667;0.583;0.595;0.002;12;1.000;0.875;0.893;0.002;8
HDMR-Paper;0.667;0.631;0.644;0.002;12;1.000;0.946;0.966;0.002;8
Pruebas;0.667;0.500;0.556;0.002;84;1.000;0.750;0.833;0.002;56
JCS;0.709;0.650;0.672;0.024;36;0.850;0.780;0.806;0.024;30
