CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.122;0.084;0.097;0.000;10;0.608;0.418;0.487;0.001;2
HoeffdingTree;0.000;0.105;0.000;0.000;10;0.000;0.350;0.000;0.000;3
SVM_Poly[3,2.0,0.5];0.221;0.173;0.188;0.000;10;0.276;0.216;0.235;0.000;8
REPTree;0.100;0.036;0.052;0.000;10;1.000;0.356;0.525;0.001;1
RandomForest;0.805;0.045;0.074;0.000;10;0.894;0.051;0.083;0.000;9
StochasticGradientDescend;0.000;0.000;0.000;0.000;10;0.000;0.000;0.000;0.000;0
RandomCommittee;0.386;0.107;0.156;0.000;10;0.482;0.134;0.195;0.000;8
NaiveBayesUpdateable;0.168;0.007;0.014;0.000;10;0.839;0.037;0.070;0.001;2
J48;0.000;0.000;0.000;0.000;10;0.000;0.000;0.000;0.000;0


VALIDITY RATIO;(F)
min;0.000050
avg;0.000379
max;0.001373

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.005];0.200;0.062;0.065;0.000;90;0.546;0.169;0.177;0.001;33

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Car Software System;0.136;0.022;0.025;0.000;18;0.407;0.067;0.076;0.000;6
Construtora;0.123;0.050;0.016;0.000;18;0.276;0.112;0.036;0.000;8
Requirements Proces Variability;0.062;0.026;0.006;0.000;18;0.373;0.154;0.039;0.000;3
Diagrama de Experimento;0.172;0.018;0.024;0.000;18;0.620;0.065;0.086;0.000;5
VMS;0.508;0.193;0.252;0.001;18;0.831;0.316;0.413;0.001;11
