CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.161;0.142;0.149;0.001;20;0.804;0.709;0.744;0.001;4
HoeffdingTree;0.000;0.072;0.000;0.001;20;0.000;0.180;0.000;0.000;8
SVM_Poly[3,2.0,0.5];0.349;0.288;0.308;0.001;20;0.387;0.320;0.342;0.001;18
REPTree;0.173;0.126;0.138;0.001;20;0.691;0.505;0.553;0.001;5
RandomForest;0.807;0.037;0.063;0.001;20;0.897;0.041;0.070;0.001;18
StochasticGradientDescend;0.000;0.000;0.000;0.001;20;0.000;0.000;0.000;0.000;0
RandomCommittee;0.452;0.148;0.203;0.001;20;0.502;0.164;0.225;0.001;18
NaiveBayesUpdateable;0.230;0.017;0.031;0.001;20;0.575;0.043;0.078;0.001;8
J48;0.000;0.000;0.000;0.001;20;0.000;0.000;0.000;0.000;0


VALIDITY RATIO;(F)
min;0.000050
avg;0.000592
max;0.002357

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.005];0.241;0.092;0.099;0.001;180;0.550;0.210;0.226;0.001;79

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Car Software System;0.136;0.022;0.025;0.000;18;0.407;0.067;0.076;0.000;6
Construtora;0.123;0.050;0.016;0.000;18;0.276;0.112;0.036;0.000;8
Scheduler;0.146;0.028;0.036;0.000;18;0.526;0.102;0.129;0.000;5
dfffffffffff;0.173;0.032;0.046;0.001;18;0.346;0.064;0.091;0.001;9
Small Graph Product Line;0.256;0.072;0.088;0.002;18;0.512;0.145;0.176;0.002;9
Requirements Proces Variability;0.062;0.026;0.006;0.000;18;0.373;0.154;0.039;0.000;3
Diagrama de Experimento;0.172;0.018;0.024;0.000;18;0.620;0.065;0.086;0.000;5
VMS;0.508;0.193;0.252;0.001;18;0.831;0.316;0.413;0.001;11
Mobile Phone;0.171;0.055;0.039;0.000;18;0.342;0.110;0.077;0.000;9
Software-Product;0.666;0.425;0.459;0.000;18;0.856;0.546;0.590;0.000;14
