CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.166;0.154;0.158;0.001;30;0.830;0.770;0.791;0.001;6
HoeffdingTree;0.000;0.073;0.000;0.001;30;0.000;0.183;0.000;0.000;12
SVM_Poly[3,2.0,0.5];0.358;0.297;0.317;0.001;30;0.398;0.330;0.353;0.001;27
REPTree;0.210;0.130;0.142;0.001;30;0.701;0.434;0.475;0.001;9
RandomForest;0.786;0.038;0.067;0.001;30;0.907;0.044;0.077;0.001;26
StochasticGradientDescend;0.000;0.000;0.000;0.001;30;0.000;0.000;0.000;0.000;0
RandomCommittee;0.458;0.153;0.211;0.001;30;0.528;0.177;0.243;0.001;26
NaiveBayesUpdateable;0.234;0.013;0.023;0.001;30;0.541;0.029;0.053;0.001;13
J48;0.078;0.075;0.076;0.001;30;0.783;0.746;0.763;0.001;3


VALIDITY RATIO;(F)
min;0.000003
avg;0.000574
max;0.002357

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.005];0.255;0.104;0.111;0.001;270;0.563;0.229;0.245;0.001;122

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Car Software System;0.136;0.022;0.025;0.000;18;0.407;0.067;0.076;0.000;6
ISA11/12_pgr;0.158;0.051;0.020;0.000;18;0.316;0.101;0.040;0.000;9
Jogo de Engenharia de Software;0.479;0.140;0.167;0.001;18;0.663;0.194;0.232;0.001;13
Scheduler;0.146;0.028;0.036;0.000;18;0.526;0.102;0.129;0.000;5
Small Graph Product Line;0.256;0.072;0.088;0.002;18;0.512;0.145;0.176;0.002;9
SoftwareClassification;0.205;0.039;0.053;0.000;18;0.616;0.117;0.159;0.000;6
Diagrama de Experimento;0.172;0.018;0.024;0.000;18;0.620;0.065;0.086;0.000;5
Mobile Applications Contents;0.558;0.392;0.418;0.001;18;0.717;0.504;0.538;0.001;14
Construtora;0.123;0.050;0.016;0.000;18;0.276;0.112;0.036;0.000;8
Fabrica de software;0.007;0.011;0.008;0.000;18;0.119;0.192;0.147;0.000;1
dfffffffffff;0.173;0.032;0.046;0.001;18;0.346;0.064;0.091;0.001;9
Requirements Proces Variability;0.062;0.026;0.006;0.000;18;0.373;0.154;0.039;0.000;3
VMS;0.508;0.193;0.252;0.001;18;0.831;0.316;0.413;0.001;11
Mobile Phone;0.171;0.055;0.039;0.000;18;0.342;0.110;0.077;0.000;9
Software-Product;0.666;0.425;0.459;0.000;18;0.856;0.546;0.590;0.000;14
