Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;23;0.242;0.970;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.640;0.906;0.988;0.997;1.000;0.024;0.429;0.900;1.000;NaN;0.012;0.200;1.000;1.000;1.000;0.348;0.686;0.933;0.998;NaN
1;5;0.649;0.727;0.991;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.932;0.951;0.980;0.998;1.000;0.700;0.700;0.808;NaN;NaN;0.111;0.484;0.890;0.972;1.000;0.429;0.500;0.899;0.925;0.932
2;10;0.099;0.426;0.987;1.000;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.780;0.966;0.984;0.995;1.000;0.099;0.241;0.537;1.000;1.000;0.100;0.619;0.847;1.000;1.000;0.304;0.780;0.928;1.000;NaN
3;1;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.947;0.947;0.947;0.947;0.947
9;1;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.222;0.222;0.222;0.222;0.222;0.750;0.750;0.750;0.750;0.750;0.500;0.500;0.500;0.500;0.500

