CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MultilayerPerceptron;1.000;0.889;0.930;0.002;37;1.000;0.889;0.930;0.002;37
LogisticModelTree;0.756;0.315;0.339;0.002;37;0.965;0.402;0.432;0.002;29
SVM_Poly[3,2.0,0.5];1.000;0.996;0.998;0.002;37;1.000;0.996;0.998;0.002;37
REPTree;0.874;0.744;0.787;0.002;37;0.924;0.786;0.832;0.002;35
RandomForest;1.000;1.000;1.000;0.002;37;1.000;1.000;1.000;0.002;37
RandomCommittee;0.917;0.473;0.502;0.002;37;0.969;0.500;0.531;0.001;35
J48;0.305;0.231;0.246;0.002;37;0.939;0.712;0.759;0.002;12


VALIDITY RATIO;(F)
min;0.000017
avg;0.001520
max;0.003845

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.836;0.664;0.686;0.002;259;0.975;0.775;0.800;0.002;222

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Smart Queue;1.000;0.971;0.984;0.001;7;1.000;0.971;0.984;0.001;7
Mobile Media;0.703;0.433;0.476;0.001;7;0.984;0.606;0.666;0.001;5
GuideAgent;0.987;0.940;0.962;0.000;7;0.987;0.940;0.962;0.000;7
Mobile Phone Product Line;0.847;0.517;0.537;0.001;7;0.988;0.604;0.627;0.001;6
CPS;0.836;0.626;0.649;0.002;7;0.975;0.731;0.757;0.002;6
Urna eletronica Vinicius Cesar;1.000;0.796;0.858;0.000;7;1.000;0.796;0.858;0.000;7
Transmission;0.803;0.542;0.586;0.001;7;0.937;0.632;0.683;0.001;6
Cars xpto;0.843;0.633;0.660;0.002;7;0.983;0.739;0.770;0.002;6
Venza;0.714;0.407;0.472;0.000;7;1.000;0.570;0.661;0.000;5
Web Content Delivery;0.955;0.584;0.657;0.001;7;0.955;0.584;0.657;0.001;7
Eleição para presidente e dois senadores;0.571;0.426;0.431;0.000;7;1.000;0.746;0.754;0.000;4
SimulesSPLBruno;0.714;0.476;0.528;0.000;7;1.000;0.667;0.740;0.000;5
Toko;1.000;1.000;1.000;0.003;7;1.000;1.000;1.000;0.003;7
IDE4OCL;1.000;0.999;1.000;0.003;7;1.000;0.999;1.000;0.003;7
Mobile Media Adriano Lages;0.555;0.546;0.550;0.003;7;0.971;0.955;0.963;0.003;4
UPT TAM;0.834;0.611;0.649;0.001;7;0.974;0.713;0.757;0.001;6
notebook;0.847;0.561;0.566;0.001;7;0.989;0.655;0.660;0.001;6
ACARLOS_car;0.838;0.566;0.584;0.002;7;0.978;0.660;0.681;0.002;6
Mobile  Model;0.839;0.445;0.488;0.001;7;0.979;0.520;0.569;0.001;6
SD Voter pattern feature model;0.875;0.816;0.840;0.004;7;0.875;0.816;0.840;0.004;7
MobileMedia_Gustavo;0.851;0.552;0.559;0.003;7;0.993;0.644;0.652;0.003;6
ComputationalThinking;0.714;0.653;0.679;0.000;7;1.000;0.914;0.951;0.000;5
MobileMedia_BrunoAquino;0.849;0.547;0.555;0.003;7;0.990;0.638;0.648;0.003;6
MobiLine;1.000;0.997;0.999;0.001;7;1.000;0.997;0.999;0.001;7
DiegoMobileMedia;0.565;0.533;0.546;0.003;7;0.988;0.932;0.956;0.003;4
Monitor_Engine_System;0.748;0.690;0.643;0.000;7;0.873;0.805;0.750;0.000;6
Smart Phone Feature Model;0.874;0.779;0.803;0.003;7;0.874;0.779;0.803;0.003;7
Navigation Protocol;0.772;0.639;0.638;0.001;7;0.901;0.746;0.744;0.001;6
Software Engineering Course;0.857;0.776;0.807;0.000;7;1.000;0.905;0.942;0.000;6
OnlineExamPL;0.843;0.805;0.823;0.000;7;0.983;0.939;0.960;0.000;6
Master;0.850;0.516;0.536;0.002;7;0.991;0.602;0.626;0.002;6
testmodel1;0.693;0.504;0.532;0.001;7;0.970;0.705;0.745;0.001;5
Flight Reservations;1.000;0.652;0.713;0.004;7;1.000;0.652;0.713;0.004;7
daniel souza;0.856;0.534;0.551;0.003;7;0.998;0.624;0.642;0.003;6
Text_Editor;0.697;0.503;0.524;0.002;7;0.976;0.705;0.734;0.002;5
Software-Product;1.000;0.999;0.999;0.001;14;1.000;0.999;0.999;0.001;14
