Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;11;0.952;0.985;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.714;0.889;0.970;0.997;NaN;0.889;0.970;0.997;NaN;NaN;0.500;1.000;1.000;1.000;NaN;0.727;0.889;0.988;NaN;NaN
1;1;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000
3;1;0.989;0.989;0.989;0.989;0.989;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.989;0.989;0.989;0.989;0.989;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.929;0.929;0.929;0.929;0.929

