Constraints;Count;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max
0;72;0.250;0.586;0.798;0.974;NaN;0.167;0.417;0.461;0.544;NaN;0.111;0.880;NaN;NaN;NaN;0.207;0.417;0.464;0.532;NaN;0.091;0.599;0.879;0.970;NaN;0.174;0.840;0.996;NaN;NaN;0.182;0.582;0.948;0.987;NaN;0.483;0.980;NaN;NaN;NaN;0.133;0.534;0.713;0.962;NaN
1;25;0.250;0.550;0.772;0.946;1.000;0.333;0.447;0.491;0.532;NaN;0.372;0.763;0.933;NaN;NaN;0.359;0.442;0.484;0.519;0.800;0.308;0.680;0.902;0.981;NaN;0.053;0.747;0.909;1.000;NaN;0.400;0.737;0.949;1.000;NaN;0.700;0.872;NaN;NaN;NaN;0.167;0.532;0.828;0.944;NaN
2;32;0.488;0.632;0.748;0.837;0.954;0.333;0.418;0.457;0.483;0.578;0.091;0.444;0.810;NaN;NaN;0.261;0.421;0.462;0.525;0.629;0.279;0.644;0.725;0.901;1.000;0.375;0.702;0.928;NaN;NaN;0.313;0.765;0.885;0.961;1.000;0.561;0.796;NaN;NaN;NaN;0.222;0.554;0.659;0.813;0.961
3;9;0.548;0.767;0.847;0.884;NaN;0.396;0.439;0.462;0.530;0.596;0.440;0.672;0.985;NaN;NaN;0.316;0.350;0.432;0.469;0.535;0.286;0.393;0.623;0.837;0.943;0.167;0.433;0.804;NaN;NaN;0.095;0.487;0.889;0.971;1.000;0.491;0.939;NaN;NaN;NaN;0.295;0.478;0.609;0.926;0.967
8;1;0.894;0.894;0.894;0.894;0.894;0.423;0.423;0.423;0.423;0.423;0.732;0.732;0.732;0.732;0.732;0.536;0.536;0.536;0.536;0.536;0.920;0.920;0.920;0.920;0.920;0.738;0.738;0.738;0.738;0.738;0.988;0.988;0.988;0.988;0.988;0.899;0.899;0.899;0.899;0.899;0.719;0.719;0.719;0.719;0.719
10;2;0.882;0.882;0.929;0.976;0.976;0.452;0.452;0.454;0.455;0.455;0.701;0.701;0.847;0.993;0.993;0.439;0.439;0.459;0.479;0.479;0.873;0.873;0.916;0.959;0.959;0.899;0.899;0.946;0.993;0.993;0.868;0.868;0.907;0.947;0.947;0.852;0.852;0.923;0.993;0.993;0.908;0.908;0.951;0.993;0.993
11;1;0.636;0.636;0.636;0.636;0.636;0.533;0.533;0.533;0.533;0.533;NaN;NaN;NaN;NaN;NaN;0.429;0.429;0.429;0.429;0.429;0.627;0.627;0.627;0.627;0.627;0.400;0.400;0.400;0.400;0.400;0.455;0.455;0.455;0.455;0.455;NaN;NaN;NaN;NaN;NaN;0.842;0.842;0.842;0.842;0.842
12;2;0.457;0.457;0.497;0.537;0.537;0.629;0.629;0.629;0.629;0.629;NaN;NaN;NaN;NaN;NaN;0.400;0.400;0.450;0.500;0.500;0.500;0.500;0.542;0.585;0.585;0.400;0.400;NaN;NaN;NaN;0.511;0.511;0.670;0.830;0.830;NaN;NaN;NaN;NaN;NaN;0.345;0.345;0.422;0.500;0.500

