Constraints;Count;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max
0;6;0.686;0.686;0.984;NaN;NaN;0.800;0.857;0.914;0.990;0.996;0.744;0.825;0.902;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.492;0.887;0.942;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.860;1.000;1.000;1.000;1.000
1;3;0.842;0.842;0.982;NaN;NaN;0.952;0.952;0.952;0.982;0.982;0.982;0.982;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000
3;1;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;0.985;1.000;1.000;1.000;1.000;1.000;0.985;0.985;0.985;0.985;0.985;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000

