CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
MultilayerPerceptron;0.980;0.895;0.930;0.010;50;1.000;0.914;0.949;0.010;49
LogisticModelTree;0.713;0.517;0.557;0.010;50;0.892;0.646;0.696;0.012;40
SVM_Poly[3,2.0,0.5];1.000;0.993;0.996;0.010;50;1.000;0.993;0.996;0.010;50
REPTree;0.866;0.781;0.797;0.010;50;0.941;0.849;0.867;0.011;46
RandomForest;1.000;1.000;1.000;0.010;50;1.000;1.000;1.000;0.010;50
RandomCommittee;0.872;0.776;0.752;0.010;50;0.908;0.808;0.784;0.011;48
J48;0.520;0.419;0.447;0.010;50;0.929;0.748;0.798;0.015;28


VALIDITY RATIO;(F)
min;0.000046
avg;0.010208
max;0.116333

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.850;0.769;0.783;0.010;350;0.957;0.865;0.881;0.011;311

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.714;0.549;0.574;0.002;7;1.000;0.769;0.804;0.002;5
Visit Indonesia Apps;0.765;0.714;0.658;0.010;7;0.893;0.833;0.768;0.010;6
MobileMedia_LeonardoVasconcelos;0.857;0.531;0.556;0.001;7;1.000;0.619;0.648;0.001;6
BSS_CS5702_G3;1.000;0.968;0.983;0.001;7;1.000;0.968;0.983;0.001;7
MobilePhone;0.923;0.748;0.807;0.002;7;0.923;0.748;0.807;0.002;7
MobileMedia_Ibraim;1.000;0.983;0.991;0.001;7;1.000;0.983;0.991;0.001;7
MoviesApp PL;0.714;0.457;0.484;0.003;7;1.000;0.640;0.678;0.003;5
Video On Demand SPL FM;0.992;0.908;0.942;0.002;7;0.992;0.908;0.942;0.002;7
Search_Engine_PL;0.910;0.888;0.895;0.008;7;0.910;0.888;0.895;0.008;7
ID;0.571;0.500;0.524;0.000;7;1.000;0.875;0.917;0.000;4
User Model;0.925;0.837;0.867;0.009;7;0.925;0.837;0.867;0.009;7
Ligne de produits de Eshop;0.888;0.850;0.853;0.003;7;0.888;0.850;0.853;0.003;7
MobileMedia_MarinaMB;1.000;0.983;0.991;0.001;7;1.000;0.983;0.991;0.001;7
i18n;0.683;0.481;0.510;0.002;7;0.956;0.674;0.715;0.002;5
GoPhone Inc;1.000;1.000;1.000;0.048;7;1.000;1.000;1.000;0.048;7
SPL Studies;1.000;0.634;0.739;0.006;7;1.000;0.634;0.739;0.006;7
Car;0.692;0.741;0.703;0.005;7;0.808;0.864;0.820;0.005;6
Content;1.000;0.999;0.999;0.028;7;1.000;0.999;0.999;0.028;7
Video On Demand FM;0.896;0.798;0.833;0.002;7;0.896;0.798;0.833;0.002;7
Car PL;0.876;0.964;0.913;0.005;7;0.876;0.964;0.913;0.005;7
catalogo;0.505;0.551;0.518;0.000;7;0.885;0.964;0.906;0.000;4
Aircraft PL;0.936;0.808;0.821;0.039;7;0.936;0.808;0.821;0.039;7
robot experiment;0.857;0.743;0.762;0.000;7;1.000;0.867;0.889;0.000;6
JPlug;0.961;0.804;0.861;0.005;7;0.961;0.804;0.861;0.005;7
Middle Office;0.429;0.381;0.400;0.000;7;1.000;0.889;0.933;0.000;3
Audio Player;0.645;0.692;0.665;0.000;7;0.903;0.969;0.931;0.000;5
Mobile Media;0.750;0.706;0.724;0.001;14;0.955;0.898;0.922;0.001;11
Celulares;1.000;0.999;1.000;0.025;7;1.000;0.999;1.000;0.025;7
WB;1.000;0.999;1.000;0.039;7;1.000;0.999;1.000;0.039;7
Mobile Phone Software;0.989;0.663;0.723;0.003;7;0.989;0.663;0.723;0.003;7
Simplified Smart Hotel;0.933;0.892;0.909;0.014;7;0.933;0.892;0.909;0.014;7
Analisis;0.857;0.587;0.668;0.001;7;1.000;0.685;0.779;0.001;6
cell phones SPL;0.983;0.891;0.930;0.002;7;0.983;0.891;0.930;0.002;7
Estudo Experimental 2;0.857;0.796;0.824;0.000;7;1.000;0.929;0.962;0.000;6
JhotDrawn;1.000;0.994;0.997;0.063;7;1.000;0.994;0.997;0.063;7
Proceso Analisis;0.714;0.548;0.610;0.000;7;1.000;0.767;0.853;0.000;5
Smart-phone;0.571;0.446;0.460;0.000;7;1.000;0.781;0.806;0.000;4
MyHolidays;0.827;0.546;0.547;0.014;7;0.965;0.637;0.639;0.014;6
MobileMedia_Lenita;0.857;0.816;0.835;0.000;7;1.000;0.952;0.974;0.000;6
Technical Solution Process;0.851;0.925;0.882;0.002;7;0.851;0.925;0.882;0.002;7
Cell-Phone-SPL-2014;1.000;0.849;0.909;0.002;7;1.000;0.849;0.909;0.002;7
myHolidays;1.000;0.983;0.991;0.001;7;1.000;0.983;0.991;0.001;7
Car demo;0.706;0.758;0.718;0.003;7;0.824;0.884;0.838;0.003;6
MoviesApp;0.712;0.610;0.626;0.007;7;0.830;0.712;0.730;0.007;6
MobileMedia_CarlosEduardoPaulinoSilva;1.000;0.983;0.991;0.001;7;1.000;0.983;0.991;0.001;7
ELPS - ISE;0.696;0.757;0.711;0.028;7;0.812;0.883;0.829;0.028;6
Movie System;0.714;0.483;0.515;0.003;7;1.000;0.676;0.721;0.003;5
MobileMedia_Bruno;1.000;0.983;0.991;0.001;7;1.000;0.983;0.991;0.001;7
Simple Drawing Tools;1.000;1.000;1.000;0.116;7;1.000;1.000;1.000;0.116;7
