Constraints;Count;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max
0;72;0.400;0.849;0.931;0.992;NaN;0.500;0.725;0.757;0.796;1.000;0.154;0.789;0.971;NaN;NaN;0.333;0.702;0.749;0.781;NaN;0.286;0.745;0.959;0.989;NaN;0.050;0.973;1.000;NaN;NaN;0.353;0.902;0.974;0.992;NaN;0.681;0.976;0.997;NaN;NaN;0.571;0.792;0.955;0.995;NaN
1;25;0.500;0.892;0.971;1.000;NaN;0.588;0.731;0.766;0.800;1.000;0.571;0.859;0.947;1.000;NaN;0.500;0.712;0.756;0.800;NaN;0.235;0.921;0.977;1.000;1.000;0.462;0.842;0.976;1.000;NaN;0.727;0.955;0.990;1.000;NaN;0.875;0.948;0.995;NaN;NaN;0.625;0.829;0.947;0.982;1.000
2;32;0.759;0.890;0.907;0.946;0.992;0.588;0.725;0.750;0.775;0.857;0.182;0.582;0.777;0.973;NaN;0.578;0.706;0.744;0.776;0.857;0.632;0.930;0.950;0.987;1.000;0.444;0.751;0.909;0.996;NaN;0.571;0.953;0.966;0.991;1.000;0.522;0.828;0.905;NaN;NaN;0.667;0.838;0.884;0.929;1.000
3;9;0.667;0.806;0.909;0.969;0.993;0.672;0.701;0.762;0.834;0.889;0.333;0.528;0.790;0.983;NaN;0.667;0.698;0.747;0.775;0.824;0.667;0.852;0.966;0.990;1.000;0.679;0.975;1.000;NaN;NaN;0.667;0.769;0.968;0.989;1.000;0.828;0.880;0.985;NaN;NaN;0.609;0.865;0.945;0.988;1.000
8;1;0.985;0.985;0.985;0.985;0.985;0.758;0.758;0.758;0.758;0.758;0.812;0.812;0.812;0.812;0.812;0.743;0.743;0.743;0.743;0.743;0.973;0.973;0.973;0.973;0.973;0.831;0.831;0.831;0.831;0.831;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.985;0.985;0.985;0.985;0.985
10;2;0.983;0.983;0.992;1.000;1.000;0.733;0.733;0.757;0.781;0.781;0.894;0.894;0.944;0.993;0.993;0.729;0.729;0.746;0.763;0.763;0.978;0.978;0.986;0.993;0.993;0.972;0.972;0.986;1.000;1.000;0.868;0.868;0.902;0.936;0.936;0.894;0.894;0.944;0.993;0.993;0.977;0.977;0.983;0.990;0.990
11;1;0.789;0.789;0.789;0.789;0.789;0.667;0.667;0.667;0.667;0.667;0.588;0.588;0.588;0.588;0.588;0.811;0.811;0.811;0.811;0.811;0.762;0.762;0.762;0.762;0.762;0.800;0.800;0.800;0.800;0.800;0.889;0.889;0.889;0.889;0.889;NaN;NaN;NaN;NaN;NaN;0.778;0.778;0.778;0.778;0.778
12;2;0.703;0.703;0.729;0.756;0.756;0.703;0.703;0.830;0.957;0.957;0.400;0.400;NaN;NaN;NaN;0.800;0.800;0.800;0.800;0.800;0.739;0.739;0.781;0.824;0.824;NaN;NaN;NaN;NaN;NaN;0.708;0.708;0.710;0.711;0.711;NaN;NaN;NaN;NaN;NaN;0.857;0.857;0.895;0.933;0.933

