Constraints;Count;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max
0;7;0.500;0.841;0.927;1.000;1.000;0.973;0.988;0.998;1.000;1.000;0.499;0.999;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.380;0.415;0.498;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.100;0.667;0.672;1.000;1.000
1;1;0.793;0.793;0.793;0.793;0.793;0.950;0.950;0.950;0.950;0.950;0.768;0.768;0.768;0.768;0.768;1.000;1.000;1.000;1.000;1.000;0.762;0.762;0.762;0.762;0.762;1.000;1.000;1.000;1.000;1.000;0.898;0.898;0.898;0.898;0.898
2;1;0.898;0.898;0.898;0.898;0.898;1.000;1.000;1.000;1.000;1.000;0.800;0.800;0.800;0.800;0.800;1.000;1.000;1.000;1.000;1.000;0.750;0.750;0.750;0.750;0.750;1.000;1.000;1.000;1.000;1.000;0.946;0.946;0.946;0.946;0.946
4;1;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;0.999;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000

