Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;28;0.676;0.974;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.714;0.873;0.970;0.991;NaN;0.040;0.909;0.997;NaN;NaN;0.040;0.964;1.000;1.000;NaN;0.267;0.865;0.986;NaN;NaN
1;7;0.933;0.982;1.000;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.952;0.952;0.995;1.000;1.000;0.933;0.995;1.000;1.000;NaN;0.667;1.000;1.000;1.000;1.000;0.833;0.842;0.982;1.000;NaN
2;2;0.992;0.992;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.992;0.992;0.996;1.000;1.000;0.889;0.889;0.944;1.000;1.000;0.889;0.889;0.944;1.000;1.000;0.992;0.992;NaN;NaN;NaN
3;4;0.982;0.984;0.987;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.750;0.866;0.984;0.987;0.989;0.750;0.867;0.992;1.000;1.000;0.750;0.875;1.000;1.000;1.000;0.929;0.956;0.984;NaN;NaN
10;1;0.994;0.994;0.994;0.994;0.994;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.953;0.953;0.953;0.953;0.953;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.994;0.994;0.994;0.994;0.994

