Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;19;0.738;0.973;NaN;NaN;NaN;1.000;1.000;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.800;0.865;0.960;0.994;NaN;0.023;0.998;1.000;NaN;NaN;0.023;0.429;1.000;1.000;NaN;0.061;0.889;0.970;NaN;NaN
1;8;0.320;0.625;0.971;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.923;0.958;1.000;1.000;NaN;0.625;0.737;1.000;NaN;NaN;0.250;0.804;0.929;1.000;1.000;0.615;0.899;0.988;1.000;NaN
2;6;0.724;0.875;0.996;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.914;0.941;0.970;0.991;1.000;0.789;0.857;1.000;1.000;NaN;0.704;1.000;1.000;1.000;1.000;0.800;0.824;0.987;0.991;1.000
3;3;0.960;0.960;0.982;0.993;0.993;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.783;0.783;0.960;0.993;0.993;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.941;0.941;1.000;1.000;1.000
8;1;0.738;0.738;0.738;0.738;0.738;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.988;0.988;0.988;0.988;0.988;0.738;0.738;0.738;0.738;0.738;0.892;0.892;0.892;0.892;0.892;0.921;0.921;0.921;0.921;0.921
10;1;0.993;0.993;0.993;0.993;0.993;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.868;0.868;0.868;0.868;0.868;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000
12;2;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.957;0.957;0.957;0.957;0.957;0.857;0.857;0.857;0.857;0.857;1.000;1.000;1.000;1.000;1.000;0.667;0.667;NaN;NaN;NaN

