Constraints;Count;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max
0;26;0.686;0.941;0.987;NaN;NaN;0.714;0.914;0.970;0.992;NaN;0.744;0.970;0.994;NaN;NaN;1.000;1.000;1.000;1.000;NaN;0.492;0.985;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.860;1.000;1.000;1.000;NaN
1;7;0.615;0.632;0.982;1.000;NaN;0.923;0.952;0.960;1.000;1.000;0.982;1.000;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.250;0.455;1.000;1.000;1.000
2;4;0.634;0.717;0.844;0.940;0.991;0.957;0.961;0.970;0.983;0.991;0.522;0.756;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.182;0.301;0.639;0.929;1.000;1.000;1.000;1.000;1.000;1.000;0.786;0.837;0.944;1.000;1.000
3;3;0.929;0.929;0.985;1.000;1.000;0.783;0.783;0.985;0.989;0.989;0.982;0.982;0.985;0.989;0.989;1.000;1.000;1.000;1.000;1.000;0.985;0.985;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000

