CLASSIFIER;SAMPLING;MODEL;TP;FP;FN;TN;PRECISION;RECALL;F-SCORE
SVM_RBF[5.0];Random[0.29999999999999993];SAL;17;0;35;4044;1.000;0.327;0.493
SVM_Poly[3,2.0,0.5];Random[0.29999999999999993];SAL;36;26;16;4018;0.581;0.692;0.632
RandomForest;Random[0.29999999999999993];SAL;18;1;34;4043;0.947;0.346;0.507
SVM_Puk[1.0, 0.1];Random[0.29999999999999993];SAL;17;0;35;4044;1.000;0.327;0.493
RandomCommittee;Random[0.29999999999999993];SAL;18;14;34;4030;0.563;0.346;0.429
REPTree;Random[0.29999999999999993];SAL;0;0;52;4044;NaN;0.000;NaN
LogisticModelTree;Random[0.29999999999999993];SAL;44;44;8;4000;0.500;0.846;0.629
MultilayerPerceptron;Random[0.29999999999999993];SAL;31;15;21;4029;0.674;0.596;0.633
J48;Random[0.29999999999999993];SAL;0;0;52;4044;NaN;0.000;NaN
SVM_RBF[5.0];Random[0.29999999999999993];Mobile Game;79;0;193;1776;1.000;0.290;0.450
SVM_Poly[3,2.0,0.5];Random[0.29999999999999993];Mobile Game;264;16;8;1760;0.943;0.971;0.957
RandomForest;Random[0.29999999999999993];Mobile Game;266;10;6;1766;0.964;0.978;0.971
SVM_Puk[1.0, 0.1];Random[0.29999999999999993];Mobile Game;78;0;194;1776;1.000;0.287;0.446
RandomCommittee;Random[0.29999999999999993];Mobile Game;266;8;6;1768;0.971;0.978;0.974
REPTree;Random[0.29999999999999993];Mobile Game;270;18;2;1758;0.938;0.993;0.964
LogisticModelTree;Random[0.29999999999999993];Mobile Game;269;8;3;1768;0.971;0.989;0.980
MultilayerPerceptron;Random[0.29999999999999993];Mobile Game;270;9;2;1767;0.968;0.993;0.980
J48;Random[0.29999999999999993];Mobile Game;270;18;2;1758;0.938;0.993;0.964
SVM_RBF[5.0];Random[0.29999999999999993];E-portal;7;0;27;4062;1.000;0.206;0.341
SVM_Poly[3,2.0,0.5];Random[0.29999999999999993];E-portal;23;19;11;4043;0.548;0.676;0.605
RandomForest;Random[0.29999999999999993];E-portal;23;0;11;4062;1.000;0.676;0.807
SVM_Puk[1.0, 0.1];Random[0.29999999999999993];E-portal;9;0;25;4062;1.000;0.265;0.419
RandomCommittee;Random[0.29999999999999993];E-portal;20;8;14;4054;0.714;0.588;0.645
REPTree;Random[0.29999999999999993];E-portal;32;32;2;4030;0.500;0.941;0.653
LogisticModelTree;Random[0.29999999999999993];E-portal;27;4;7;4058;0.871;0.794;0.831
MultilayerPerceptron;Random[0.29999999999999993];E-portal;22;0;12;4062;1.000;0.647;0.786
J48;Random[0.29999999999999993];E-portal;0;0;34;4062;NaN;0.000;NaN
SVM_RBF[5.0];Random[0.29999999999999993];test_fm;3;0;6;4087;1.000;0.333;0.500
SVM_Poly[3,2.0,0.5];Random[0.29999999999999993];test_fm;8;0;1;4087;1.000;0.889;0.941
RandomForest;Random[0.29999999999999993];test_fm;3;0;6;4087;1.000;0.333;0.500
SVM_Puk[1.0, 0.1];Random[0.29999999999999993];test_fm;2;0;7;4087;1.000;0.222;0.364
RandomCommittee;Random[0.29999999999999993];test_fm;8;0;1;4087;1.000;0.889;0.941
REPTree;Random[0.29999999999999993];test_fm;0;0;9;4087;NaN;0.000;NaN
LogisticModelTree;Random[0.29999999999999993];test_fm;0;0;9;4087;NaN;0.000;NaN
MultilayerPerceptron;Random[0.29999999999999993];test_fm;5;4;4;4083;0.556;0.556;0.556
J48;Random[0.29999999999999993];test_fm;0;0;9;4087;NaN;0.000;NaN
SVM_RBF[5.0];Random[0.29999999999999993];VOD feature model;14;0;19;2015;1.000;0.424;0.596
SVM_Poly[3,2.0,0.5];Random[0.29999999999999993];VOD feature model;19;9;14;2006;0.679;0.576;0.623
RandomForest;Random[0.29999999999999993];VOD feature model;30;0;3;2015;1.000;0.909;0.952
SVM_Puk[1.0, 0.1];Random[0.29999999999999993];VOD feature model;7;0;26;2015;1.000;0.212;0.350
RandomCommittee;Random[0.29999999999999993];VOD feature model;25;1;8;2014;0.962;0.758;0.847
