Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;53;0.490;0.979;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.667;0.902;0.973;0.992;NaN;0.031;0.888;0.996;1.000;NaN;0.040;0.882;1.000;1.000;NaN;0.267;0.889;0.978;1.000;NaN
1;17;0.333;0.979;1.000;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.800;0.952;0.985;1.000;1.000;0.613;0.995;1.000;NaN;NaN;0.455;1.000;1.000;1.000;1.000;0.632;0.888;0.982;1.000;NaN
2;26;0.364;0.696;0.764;0.992;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.889;0.966;0.966;1.000;1.000;0.182;0.571;0.696;1.000;NaN;0.333;0.889;0.983;1.000;NaN;0.471;0.696;0.877;0.929;NaN
3;6;0.982;0.985;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.750;0.933;0.984;0.989;1.000;0.750;0.985;1.000;NaN;NaN;0.400;0.750;1.000;1.000;NaN;0.400;0.500;0.956;0.985;NaN
10;1;0.994;0.994;0.994;0.994;0.994;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.953;0.953;0.953;0.953;0.953;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.994;0.994;0.994;0.994;0.994
11;1;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.952;0.952;0.952;0.952;0.952;0.917;0.917;0.917;0.917;0.917;1.000;1.000;1.000;1.000;1.000;0.667;0.667;0.667;0.667;0.667

