Constraints;Count;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max
0;72;0.857;0.990;1.000;1.000;NaN;0.500;0.934;0.946;0.965;1.000;0.182;0.897;0.985;NaN;NaN;0.800;0.931;0.947;0.965;NaN;0.571;0.944;0.993;1.000;1.000;0.095;0.881;1.000;NaN;NaN;0.667;0.889;0.970;0.991;NaN;0.444;0.970;0.992;NaN;NaN;0.667;0.976;1.000;1.000;1.000
1;25;0.800;0.994;1.000;1.000;1.000;0.800;0.929;0.952;0.977;1.000;0.522;0.857;0.933;0.989;NaN;0.800;0.927;0.952;0.971;1.000;0.857;0.977;1.000;1.000;1.000;0.455;0.779;1.000;1.000;NaN;0.800;0.956;0.997;1.000;NaN;0.755;0.937;0.995;NaN;NaN;0.500;0.991;1.000;1.000;1.000
2;32;0.940;0.987;0.999;1.000;1.000;0.873;0.933;0.948;0.959;1.000;0.333;0.704;0.889;0.970;NaN;0.919;0.938;0.951;0.973;1.000;0.974;0.992;1.000;1.000;1.000;0.333;0.707;0.889;1.000;NaN;0.571;0.961;0.966;0.991;1.000;0.421;0.886;0.893;0.996;NaN;0.857;0.970;0.984;1.000;1.000
3;9;0.933;0.958;0.974;0.999;1.000;0.862;0.927;0.945;0.985;1.000;0.222;0.750;0.968;0.984;NaN;0.923;0.934;0.948;0.975;1.000;0.889;0.969;0.984;1.000;1.000;0.985;0.995;1.000;NaN;NaN;0.750;0.858;0.982;0.991;1.000;0.960;0.975;0.985;NaN;NaN;0.889;0.928;0.987;1.000;1.000
8;1;1.000;1.000;1.000;1.000;1.000;0.969;0.969;0.969;0.969;0.969;0.863;0.863;0.863;0.863;0.863;0.949;0.949;0.949;0.949;0.949;0.997;0.997;0.997;0.997;0.997;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.988;0.997;0.997;0.997;0.997;0.997
10;2;0.998;0.998;0.999;1.000;1.000;0.953;0.953;0.953;0.953;0.953;0.947;0.947;0.970;0.993;0.993;0.953;0.953;0.962;0.971;0.971;0.978;0.978;0.989;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.868;0.868;0.911;0.953;0.953;0.947;0.947;0.970;0.993;0.993;0.998;0.998;0.999;1.000;1.000
11;1;0.900;0.900;0.900;0.900;0.900;0.927;0.927;0.927;0.927;0.927;0.667;0.667;0.667;0.667;0.667;0.952;0.952;0.952;0.952;0.952;0.978;0.978;0.978;0.978;0.978;0.222;0.222;0.222;0.222;0.222;0.952;0.952;0.952;0.952;0.952;NaN;NaN;NaN;NaN;NaN;0.927;0.927;0.927;0.927;0.927
12;2;0.957;0.957;0.978;1.000;1.000;0.884;0.884;0.920;0.957;0.957;NaN;NaN;NaN;NaN;NaN;0.933;0.933;0.945;0.957;0.957;0.957;0.957;0.978;1.000;1.000;0.667;0.667;NaN;NaN;NaN;0.957;0.957;0.957;0.957;0.957;NaN;NaN;NaN;NaN;NaN;0.957;0.957;0.978;1.000;1.000

