Constraints;Count;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max
0;7;0.923;0.941;0.970;0.996;1.000;0.800;0.941;0.970;0.992;0.996;0.960;0.970;0.992;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.941;0.992;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000
1;1;0.632;0.632;0.632;0.632;0.632;0.960;0.960;0.960;0.960;0.960;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.455;0.455;0.455;0.455;0.455
2;2;0.634;0.634;0.762;0.889;0.889;0.966;0.966;0.970;0.974;0.974;0.522;0.522;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.182;0.182;0.301;0.421;0.421;1.000;1.000;1.000;1.000;1.000;0.786;0.786;0.837;0.889;0.889

