Constraints;Count;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max
0;5;0.914;0.942;0.998;NaN;NaN;0.848;0.904;0.970;NaN;NaN;0.970;0.971;0.998;NaN;NaN;1.000;1.000;1.000;NaN;NaN;0.998;0.999;1.000;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;NaN;NaN
1;2;0.615;0.615;0.808;1.000;1.000;0.923;0.923;0.962;1.000;1.000;1.000;1.000;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.250;0.250;0.625;1.000;1.000
2;2;0.800;0.800;0.896;0.991;0.991;0.957;0.957;0.974;0.991;0.991;0.991;0.991;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.857;0.857;0.929;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000
3;1;1.000;1.000;1.000;1.000;1.000;0.783;0.783;0.783;0.783;0.783;0.982;0.982;0.982;0.982;0.982;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000

