Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;9;0.495;0.694;0.995;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.995;0.998;1.000;1.000;1.000;0.795;0.935;0.991;0.994;0.998;0.034;0.265;0.746;0.997;1.000;0.034;0.272;1.000;1.000;1.000;0.732;0.792;0.955;0.986;1.000
1;12;0.662;0.870;0.999;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.786;0.985;0.990;0.996;1.000;0.040;0.671;1.000;NaN;NaN;0.670;0.671;0.967;1.000;1.000;0.860;0.910;0.977;0.999;1.000
2;14;0.149;1.000;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.762;0.889;0.992;1.000;1.000;0.045;0.222;0.730;NaN;NaN;0.382;0.667;0.733;1.000;1.000;0.381;0.725;0.831;0.934;NaN
4;1;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.930;0.930;0.930;0.930;0.930

