Constraints;Count;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max
0;20;0.492;0.999;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;0.800;1.000;1.000;1.000;1.000;0.667;0.960;0.985;0.999;NaN;0.018;0.457;1.000;NaN;NaN;0.018;0.278;0.686;1.000;NaN;0.333;0.834;0.923;1.000;NaN
1;6;0.680;0.714;0.876;0.998;NaN;1.000;1.000;1.000;1.000;1.000;0.985;1.000;1.000;1.000;1.000;0.800;0.950;0.980;0.998;1.000;0.414;0.704;0.881;1.000;NaN;0.400;0.898;0.957;1.000;1.000;0.793;0.955;0.983;1.000;NaN
2;16;0.262;0.731;0.980;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.744;0.980;0.985;0.996;1.000;0.023;0.610;0.962;1.000;NaN;0.040;0.965;1.000;1.000;NaN;0.222;0.901;0.923;0.980;0.980
3;4;0.480;0.654;0.828;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.667;0.818;0.970;0.970;0.970;0.417;0.608;0.814;0.828;0.828;0.800;0.900;1.000;1.000;1.000;0.741;0.763;0.834;NaN;NaN
4;3;0.480;0.480;0.828;0.999;0.999;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.970;0.970;0.970;0.999;0.999;0.500;0.500;0.828;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.882;0.882;0.971;0.999;0.999
5;1;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.800;0.800;0.800;0.800;0.800;0.500;0.500;0.500;0.500;0.500;0.500;0.500;0.500;0.500;0.500;0.875;0.875;0.875;0.875;0.875

