Constraints;Count;RandomCommittee_min;RandomCommittee_Q1;RandomCommittee_Q2;RandomCommittee_Q3;RandomCommittee_max;SVM_RBF[5.0]_min;SVM_RBF[5.0]_Q1;SVM_RBF[5.0]_Q2;SVM_RBF[5.0]_Q3;SVM_RBF[5.0]_max;REPTree_min;REPTree_Q1;REPTree_Q2;REPTree_Q3;REPTree_max;SVM_Puk[1.0, 0.1]_min;SVM_Puk[1.0, 0.1]_Q1;SVM_Puk[1.0, 0.1]_Q2;SVM_Puk[1.0, 0.1]_Q3;SVM_Puk[1.0, 0.1]_max;SVM_Poly[3,2.0,0.5]_min;SVM_Poly[3,2.0,0.5]_Q1;SVM_Poly[3,2.0,0.5]_Q2;SVM_Poly[3,2.0,0.5]_Q3;SVM_Poly[3,2.0,0.5]_max;LogisticModelTree_min;LogisticModelTree_Q1;LogisticModelTree_Q2;LogisticModelTree_Q3;LogisticModelTree_max;MultilayerPerceptron_min;MultilayerPerceptron_Q1;MultilayerPerceptron_Q2;MultilayerPerceptron_Q3;MultilayerPerceptron_max;J48_min;J48_Q1;J48_Q2;J48_Q3;J48_max;RandomForest_min;RandomForest_Q1;RandomForest_Q2;RandomForest_Q3;RandomForest_max
0;72;0.023;0.869;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.061;0.889;0.974;NaN;NaN;0.800;1.000;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.023;0.909;1.000;NaN;NaN;0.667;0.889;0.970;0.992;NaN;0.490;0.977;NaN;NaN;NaN;1.000;1.000;1.000;1.000;NaN
1;25;0.250;0.857;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.615;0.895;0.982;1.000;NaN;0.800;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.613;0.964;1.000;NaN;NaN;0.800;0.952;0.995;1.000;NaN;0.320;0.937;1.000;NaN;NaN;1.000;1.000;1.000;1.000;1.000
2;32;0.333;0.889;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.471;0.774;0.889;0.987;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.182;0.613;0.764;1.000;NaN;0.889;0.966;0.966;0.996;1.000;0.364;0.696;0.782;1.000;NaN;1.000;1.000;1.000;1.000;1.000
3;9;0.400;0.875;1.000;1.000;NaN;1.000;1.000;1.000;1.000;1.000;0.400;0.715;0.982;1.000;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.750;0.992;1.000;NaN;NaN;0.750;0.858;0.982;0.991;1.000;0.960;0.982;0.989;NaN;NaN;1.000;1.000;1.000;1.000;1.000
8;1;0.892;0.892;0.892;0.892;0.892;1.000;1.000;1.000;1.000;1.000;0.921;0.921;0.921;0.921;0.921;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.738;0.738;0.738;0.738;0.738;0.988;0.988;0.988;0.988;0.988;0.738;0.738;0.738;0.738;0.738;1.000;1.000;1.000;1.000;1.000
10;2;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.994;0.994;0.997;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.868;0.868;0.911;0.953;0.953;0.993;0.993;0.994;0.994;0.994;1.000;1.000;1.000;1.000;1.000
11;1;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.667;0.667;0.667;0.667;0.667;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.917;0.917;0.917;0.917;0.917;0.952;0.952;0.952;0.952;0.952;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000
12;2;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.667;0.667;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;1.000;0.857;0.857;0.857;0.857;0.857;0.957;0.957;0.957;0.957;0.957;NaN;NaN;NaN;NaN;NaN;1.000;1.000;1.000;1.000;1.000

