CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.665;0.412;0.481;0.008;60;0.739;0.458;0.534;0.009;54
SVM_Poly[3,2.0,0.5];0.644;0.537;0.559;0.008;60;0.716;0.597;0.621;0.009;54
PART;0.434;0.308;0.335;0.008;60;0.723;0.513;0.559;0.013;36
REPTree;0.146;0.130;0.138;0.008;60;0.732;0.651;0.688;0.020;12
RandomForest;0.766;0.368;0.452;0.008;60;0.957;0.461;0.565;0.010;48
RandomCommittee;0.596;0.339;0.374;0.008;60;0.851;0.484;0.534;0.011;42
JRip;0.192;0.231;0.197;0.008;60;0.641;0.770;0.655;0.014;18
J48;0.099;0.084;0.091;0.008;60;0.988;0.840;0.908;0.039;6


VALIDITY RATIO;(F)
min;0.000122
avg;0.008276
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.3];0.443;0.301;0.328;0.008;480;0.787;0.536;0.583;0.012;270

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.530;0.320;0.387;0.002;48;0.707;0.427;0.516;0.002;36
SmartHome_vConejero_r1;0.396;0.375;0.365;0.001;48;0.792;0.750;0.729;0.001;24
Test;0.333;0.071;0.112;0.003;48;0.667;0.143;0.223;0.003;24
CIMS PL;0.073;0.125;0.090;0.001;48;0.583;1.000;0.722;0.001;6
mon model;0.484;0.188;0.254;0.006;48;0.775;0.300;0.407;0.006;30
CFDP Library;0.973;0.870;0.916;0.039;48;0.973;0.870;0.916;0.039;48
Text Editor;0.401;0.284;0.307;0.003;48;0.641;0.455;0.491;0.003;30
Phone sple;0.471;0.301;0.358;0.026;48;0.754;0.481;0.573;0.026;30
FM1;0.125;0.125;0.125;0.000;48;1.000;1.000;1.000;0.000;6
KIModel;0.641;0.354;0.367;0.001;48;0.855;0.472;0.490;0.001;36
