CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.436;0.298;0.335;0.011;24;0.873;0.596;0.669;0.020;12
SVM_RBF[5.0];0.750;0.063;0.116;0.011;24;1.000;0.084;0.155;0.014;18
KStar;0.602;0.201;0.292;0.011;24;0.803;0.268;0.389;0.014;18
SVM_Puk[1.0, 0.1];0.750;0.077;0.140;0.011;24;1.000;0.103;0.186;0.014;18
MultilayerPerceptron[a];0.404;0.604;0.432;0.011;24;0.539;0.806;0.576;0.014;18


VALIDITY RATIO;(F)
min;0.000122
avg;0.010620
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.589;0.249;0.263;0.011;120;0.841;0.355;0.376;0.015;84

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.671;0.200;0.238;0.002;30;0.839;0.250;0.297;0.002;24
CFDP Library;0.912;0.445;0.516;0.039;30;0.912;0.445;0.516;0.039;30
FM1;0.040;0.200;0.065;0.000;30;0.201;1.000;0.325;0.000;6
KIModel;0.731;0.150;0.233;0.001;30;0.914;0.188;0.291;0.001;24
