CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.435;0.270;0.315;0.007;84;0.554;0.344;0.401;0.008;66
SVM_Poly[3,2.0,0.5];0.440;0.419;0.414;0.007;84;0.616;0.587;0.580;0.009;60
PART;0.319;0.340;0.314;0.007;84;0.558;0.595;0.550;0.011;48
REPTree;0.093;0.114;0.094;0.007;84;0.650;0.795;0.655;0.020;12
RandomForest;0.788;0.304;0.404;0.007;84;0.919;0.354;0.472;0.008;72
RandomCommittee;0.530;0.308;0.380;0.007;84;0.675;0.391;0.484;0.008;66
JRip;0.191;0.244;0.186;0.007;84;0.445;0.569;0.433;0.013;36
J48;0.067;0.062;0.064;0.007;84;0.941;0.865;0.902;0.039;6


VALIDITY RATIO;(F)
min;0.000122
avg;0.006818
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.358;0.257;0.271;0.007;672;0.657;0.473;0.498;0.010;366

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.244;0.094;0.127;0.002;48;0.651;0.250;0.338;0.002;18
CIMS PL;0.125;0.125;0.125;0.001;48;1.000;1.000;1.000;0.001;6
Phone sple;0.482;0.264;0.330;0.026;48;0.643;0.352;0.439;0.026;36
FM1;0.000;0.000;0.000;0.000;48;0.000;0.000;0.000;0.000;0
SmartHome_vConejero_r1;0.091;0.188;0.097;0.001;48;0.365;0.750;0.390;0.001;12
CTOS MODEL;0.411;0.340;0.300;0.001;48;0.548;0.454;0.399;0.001;36
Test;0.252;0.107;0.135;0.003;48;0.503;0.214;0.269;0.003;24
Linha de produtos - SimulES e PnP;0.612;0.405;0.466;0.009;48;0.817;0.539;0.621;0.009;36
Carro Model;0.349;0.221;0.257;0.002;48;0.559;0.353;0.411;0.002;30
mon model;0.370;0.198;0.249;0.006;48;0.591;0.317;0.398;0.006;30
CFDP Library;0.904;0.814;0.853;0.039;48;0.904;0.814;0.853;0.039;48
Text Editor;0.308;0.261;0.253;0.003;48;0.411;0.348;0.337;0.003;36
KIModel;0.412;0.229;0.247;0.001;48;0.660;0.367;0.396;0.001;30
Mobile Phone, until relase 5;0.448;0.359;0.363;0.001;48;0.896;0.719;0.726;0.001;24
