CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.794;0.476;0.586;0.008;60;0.993;0.596;0.732;0.010;48
SVM_Poly[3,2.0,0.5];0.931;0.815;0.858;0.008;60;0.931;0.815;0.858;0.008;60
PART;0.552;0.471;0.501;0.008;60;0.789;0.674;0.716;0.012;42
REPTree;0.138;0.100;0.112;0.008;60;0.688;0.501;0.561;0.022;12
RandomForest;0.978;0.714;0.807;0.008;60;0.978;0.714;0.807;0.008;60
RandomCommittee;0.815;0.698;0.748;0.008;60;0.905;0.775;0.831;0.009;54
JRip;0.407;0.317;0.350;0.008;60;0.815;0.634;0.699;0.014;30
J48;0.180;0.163;0.171;0.008;60;0.900;0.816;0.854;0.033;12


VALIDITY RATIO;(F)
min;0.000122
avg;0.008276
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6];0.599;0.469;0.517;0.008;480;0.905;0.709;0.780;0.011;318

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.637;0.469;0.533;0.002;48;0.849;0.625;0.711;0.002;36
SmartHome_vConejero_r1;0.375;0.188;0.250;0.001;48;1.000;0.500;0.667;0.001;18
Test;0.512;0.375;0.420;0.003;48;0.820;0.600;0.672;0.003;30
CIMS PL;0.375;0.375;0.375;0.001;48;1.000;1.000;1.000;0.001;18
mon model;0.623;0.375;0.460;0.006;48;0.831;0.500;0.614;0.006;36
CFDP Library;0.998;0.952;0.974;0.039;48;0.998;0.952;0.974;0.039;48
Text Editor;0.597;0.409;0.476;0.003;48;0.797;0.545;0.635;0.003;36
Phone sple;0.772;0.625;0.686;0.026;48;0.883;0.714;0.784;0.026;42
FM1;0.375;0.375;0.375;0.000;48;1.000;1.000;1.000;0.000;18
KIModel;0.729;0.552;0.617;0.001;48;0.972;0.736;0.823;0.001;36
