CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.794;0.476;0.586;0.008;60;0.993;0.596;0.732;0.010;48
SVM_Poly[3,2.0,0.5];0.943;0.815;0.863;0.008;60;0.943;0.815;0.863;0.008;60
PART;0.575;0.471;0.508;0.008;60;0.822;0.674;0.726;0.012;42
REPTree;0.146;0.100;0.113;0.008;60;0.729;0.501;0.564;0.022;12
RandomForest;0.985;0.714;0.810;0.008;60;0.985;0.714;0.810;0.008;60
RandomCommittee;0.828;0.698;0.752;0.008;60;0.920;0.775;0.836;0.009;54
JRip;0.418;0.317;0.353;0.008;60;0.836;0.634;0.705;0.014;30
J48;0.183;0.163;0.172;0.008;60;0.914;0.816;0.859;0.033;12


VALIDITY RATIO;(F)
min;0.000122
avg;0.008276
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6];0.609;0.469;0.520;0.008;480;0.919;0.709;0.784;0.011;318

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.640;0.469;0.534;0.002;48;0.853;0.625;0.712;0.002;36
SmartHome_vConejero_r1;0.375;0.188;0.250;0.001;48;1.000;0.500;0.667;0.001;18
Test;0.528;0.375;0.426;0.003;48;0.844;0.600;0.681;0.003;30
CIMS PL;0.375;0.375;0.375;0.001;48;1.000;1.000;1.000;0.001;18
mon model;0.661;0.375;0.470;0.006;48;0.881;0.500;0.626;0.006;36
CFDP Library;0.999;0.952;0.974;0.039;48;0.999;0.952;0.974;0.039;48
Text Editor;0.633;0.409;0.487;0.003;48;0.845;0.545;0.650;0.003;36
Phone sple;0.774;0.625;0.686;0.026;48;0.884;0.714;0.784;0.026;42
FM1;0.375;0.375;0.375;0.000;48;1.000;1.000;1.000;0.000;18
KIModel;0.733;0.552;0.619;0.001;48;0.977;0.736;0.825;0.001;36
