CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.929;0.709;0.795;0.007;84;1.000;0.764;0.856;0.007;78
SVM_Poly[3,2.0,0.5];0.923;0.888;0.903;0.007;84;0.994;0.956;0.973;0.007;78
PART;0.778;0.663;0.704;0.007;84;0.990;0.844;0.896;0.008;66
REPTree;0.429;0.271;0.310;0.007;84;1.000;0.632;0.723;0.013;36
RandomForest;0.856;0.677;0.746;0.007;84;0.999;0.790;0.870;0.008;72
RandomCommittee;0.991;0.876;0.922;0.007;84;0.991;0.876;0.922;0.007;84
JRip;0.640;0.449;0.504;0.007;84;0.995;0.698;0.784;0.010;54
J48;0.142;0.129;0.135;0.007;84;0.994;0.901;0.943;0.024;12


VALIDITY RATIO;(F)
min;0.000122
avg;0.006818
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.711;0.583;0.627;0.007;672;0.995;0.816;0.878;0.009;480

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.742;0.547;0.607;0.002;48;0.989;0.729;0.809;0.002;36
CIMS PL;0.125;0.125;0.125;0.001;48;1.000;1.000;1.000;0.001;6
Phone sple;0.871;0.755;0.804;0.026;48;0.996;0.862;0.919;0.026;42
FM1;0.375;0.375;0.375;0.000;48;1.000;1.000;1.000;0.000;18
SmartHome_vConejero_r1;0.625;0.500;0.542;0.001;48;1.000;0.800;0.867;0.001;30
CTOS MODEL;0.736;0.556;0.625;0.001;48;0.981;0.741;0.834;0.001;36
Test;0.500;0.339;0.395;0.003;48;1.000;0.679;0.790;0.003;24
Linha de produtos - SimulES e PnP;0.999;0.803;0.879;0.009;48;0.999;0.803;0.879;0.009;48
Carro Model;0.867;0.596;0.663;0.002;48;0.991;0.681;0.758;0.002;42
mon model;0.745;0.557;0.621;0.006;48;0.993;0.743;0.828;0.006;36
CFDP Library;1.000;0.985;0.992;0.039;48;1.000;0.985;0.992;0.039;48
Text Editor;0.618;0.432;0.503;0.003;48;0.989;0.691;0.804;0.003;30
KIModel;0.875;0.760;0.806;0.001;48;1.000;0.869;0.921;0.001;42
Mobile Phone, until relase 5;0.875;0.828;0.846;0.001;48;1.000;0.946;0.967;0.001;42
