CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.418;0.256;0.295;0.007;84;0.531;0.326;0.375;0.008;66
SVM_Poly[3,2.0,0.5];0.346;0.297;0.277;0.007;84;0.692;0.594;0.554;0.012;42
PART;0.291;0.265;0.257;0.007;84;0.583;0.531;0.513;0.011;42
REPTree;0.103;0.058;0.071;0.007;84;0.722;0.409;0.497;0.024;12
RandomForest;0.509;0.151;0.203;0.007;84;0.890;0.264;0.355;0.011;48
RandomCommittee;0.382;0.178;0.231;0.007;84;0.669;0.312;0.404;0.011;48
JRip;0.137;0.097;0.109;0.007;84;0.638;0.454;0.508;0.022;18
J48;0.068;0.043;0.053;0.007;84;0.952;0.602;0.737;0.039;6


VALIDITY RATIO;(F)
min;0.000122
avg;0.006818
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.282;0.168;0.187;0.007;672;0.671;0.401;0.445;0.012;282

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.319;0.156;0.167;0.002;48;0.638;0.313;0.335;0.002;24
CIMS PL;0.023;0.125;0.039;0.001;48;0.183;1.000;0.310;0.001;6
Phone sple;0.494;0.273;0.334;0.026;48;0.659;0.364;0.446;0.026;36
FM1;0.000;0.000;0.000;0.000;48;0.000;0.000;0.000;0.000;0
SmartHome_vConejero_r1;0.036;0.063;0.045;0.001;48;0.292;0.500;0.361;0.001;6
CTOS MODEL;0.241;0.125;0.149;0.001;48;0.642;0.333;0.396;0.001;18
Test;0.134;0.054;0.071;0.003;48;0.536;0.214;0.284;0.003;12
Linha de produtos - SimulES e PnP;0.572;0.294;0.370;0.009;48;0.762;0.392;0.493;0.009;36
Carro Model;0.387;0.096;0.136;0.002;48;0.620;0.153;0.218;0.002;30
mon model;0.309;0.089;0.127;0.006;48;0.619;0.177;0.254;0.006;24
CFDP Library;0.892;0.703;0.780;0.039;48;0.892;0.703;0.780;0.039;48
Text Editor;0.049;0.023;0.030;0.003;48;0.392;0.182;0.241;0.003;6
KIModel;0.052;0.083;0.061;0.001;48;0.417;0.667;0.492;0.001;6
Mobile Phone, until relase 5;0.434;0.273;0.305;0.001;48;0.695;0.438;0.488;0.001;30
