CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.738;0.307;0.422;0.008;60;0.923;0.384;0.527;0.010;48
SVM_Poly[3,2.0,0.5];0.528;0.300;0.349;0.008;60;0.879;0.500;0.582;0.013;36
PART;0.450;0.218;0.271;0.008;60;0.900;0.436;0.541;0.015;30
REPTree;0.096;0.059;0.073;0.008;60;0.963;0.589;0.731;0.039;6
RandomForest;0.793;0.326;0.422;0.008;60;0.991;0.408;0.527;0.010;48
RandomCommittee;0.640;0.262;0.348;0.008;60;0.915;0.375;0.497;0.012;42
JRip;0.341;0.265;0.278;0.008;60;0.851;0.662;0.694;0.017;24
J48;0.099;0.087;0.092;0.008;60;0.986;0.865;0.922;0.039;6


VALIDITY RATIO;(F)
min;0.000122
avg;0.008276
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.2];0.461;0.228;0.282;0.008;480;0.921;0.456;0.563;0.014;240

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.349;0.094;0.145;0.002;48;0.929;0.250;0.388;0.002;18
SmartHome_vConejero_r1;0.219;0.188;0.188;0.001;48;0.875;0.750;0.750;0.001;12
Test;0.444;0.107;0.168;0.003;48;0.888;0.214;0.336;0.003;24
CIMS PL;0.125;0.125;0.125;0.001;48;1.000;1.000;1.000;0.001;6
mon model;0.569;0.198;0.284;0.006;48;0.911;0.317;0.454;0.006;30
CFDP Library;0.980;0.814;0.884;0.039;48;0.980;0.814;0.884;0.039;48
Text Editor;0.638;0.261;0.352;0.003;48;0.851;0.348;0.469;0.003;36
Phone sple;0.729;0.264;0.385;0.026;48;0.972;0.352;0.514;0.026;36
FM1;0.000;0.000;0.000;0.000;48;0.000;0.000;0.000;0.000;0
KIModel;0.553;0.229;0.287;0.001;48;0.884;0.367;0.459;0.001;30
