CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.582;0.509;0.518;0.032;50;0.646;0.565;0.575;0.035;45
PART;0.429;0.411;0.407;0.032;50;0.650;0.623;0.617;0.044;33
NaiveBayesUpdateable;0.367;0.144;0.195;0.032;50;0.798;0.312;0.425;0.057;23
JRip;0.398;0.441;0.398;0.032;50;0.663;0.734;0.664;0.046;30


VALIDITY RATIO;(F)
min;0.000977
avg;0.031836
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.30000000000000004];0.444;0.376;0.380;0.032;200;0.678;0.574;0.579;0.044;131

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.138;0.150;0.133;0.002;20;0.550;0.600;0.533;0.002;5
AvionFEatures;0.296;0.400;0.323;0.012;20;0.455;0.615;0.497;0.012;13
Ökonomische Merkmale;0.749;0.596;0.622;0.023;20;0.749;0.596;0.622;0.023;20
Phone;0.764;0.620;0.617;0.045;20;0.764;0.620;0.617;0.045;20
CIMS PL;0.000;0.000;0.000;0.001;20;0.000;0.000;0.000;0.000;0
MyFM;0.197;0.150;0.157;0.019;20;0.437;0.333;0.349;0.019;9
VODPlayer;0.610;0.521;0.533;0.047;20;0.642;0.548;0.561;0.047;19
Phone sple;0.551;0.369;0.406;0.026;20;0.688;0.461;0.507;0.026;16
Mobile Game;0.901;0.806;0.834;0.132;20;0.901;0.806;0.834;0.132;20
SAL;0.234;0.150;0.170;0.012;20;0.520;0.333;0.377;0.012;9
