CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.473;0.433;0.440;0.021;385;0.843;0.772;0.784;0.030;216
SVM_Poly[3,2.0,0.5];0.954;0.945;0.946;0.021;385;0.956;0.948;0.948;0.021;384
REPTree;0.405;0.368;0.373;0.021;385;0.808;0.734;0.745;0.033;193
RandomForest;0.981;0.875;0.918;0.021;385;0.988;0.882;0.925;0.022;382
RandomCommittee;0.931;0.898;0.908;0.021;385;0.936;0.903;0.913;0.022;383
MultilayerPerceptron[a];0.944;0.918;0.924;0.021;385;0.956;0.930;0.937;0.022;380
J48;0.323;0.311;0.313;0.021;385;0.922;0.886;0.893;0.041;135


VALIDITY RATIO;(F)
min;0.000977
avg;0.021446
max;0.156250

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.716;0.678;0.689;0.021;2695;0.931;0.882;0.896;0.025;2073

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.994;0.906;0.945;0.020;35;0.994;0.906;0.945;0.020;35
Mobile phone;0.541;0.506;0.516;0.010;35;0.860;0.805;0.820;0.010;22
hhhhhhh;0.543;0.529;0.529;0.004;35;0.951;0.925;0.926;0.004;20
Bicis_Feature_Model;0.514;0.438;0.468;0.006;35;0.900;0.767;0.818;0.006;20
Maquina de Cae;0.869;0.860;0.859;0.035;35;0.894;0.885;0.885;0.035;34
Phone sple;0.932;0.830;0.865;0.026;35;0.932;0.830;0.865;0.026;35
test gv;1.000;1.000;1.000;0.031;35;1.000;1.000;1.000;0.031;35
Manuel;0.693;0.590;0.625;0.009;35;0.899;0.765;0.810;0.009;27
E-Shop, magister2014;0.624;0.565;0.583;0.018;35;0.874;0.791;0.816;0.018;25
Mobile phone (lenita);0.554;0.543;0.546;0.014;35;0.924;0.905;0.910;0.014;21
Hello World;0.891;0.860;0.870;0.034;35;0.917;0.886;0.895;0.034;34
test 3;0.896;0.806;0.843;0.031;35;0.922;0.830;0.867;0.031;34
LXEP;0.495;0.471;0.470;0.002;35;0.912;0.868;0.865;0.002;19
Test;0.617;0.598;0.604;0.016;35;0.900;0.872;0.881;0.016;24
TEST_NAme;0.969;0.939;0.947;0.035;35;0.969;0.939;0.947;0.035;35
eshop;0.650;0.578;0.603;0.009;35;0.910;0.809;0.844;0.009;25
AA;0.711;0.604;0.633;0.016;35;0.957;0.813;0.852;0.016;26
E-SHOP;0.540;0.579;0.556;0.008;35;0.859;0.920;0.885;0.008;22
Prontuário Eletrônico de Pacientes;0.821;0.777;0.796;0.010;35;0.991;0.938;0.961;0.010;29
Bandymas;0.916;0.941;0.924;0.018;35;0.943;0.969;0.951;0.018;34
Example Product Line Course Using SPLOT;0.619;0.555;0.572;0.014;35;0.866;0.777;0.800;0.014;25
AvionFEatures;0.742;0.714;0.724;0.012;35;0.896;0.862;0.874;0.012;29
Disenio;0.482;0.436;0.448;0.004;35;0.844;0.763;0.784;0.004;20
CIMS PL;0.371;0.400;0.381;0.001;35;0.929;1.000;0.952;0.001;14
VODPlayer;0.896;0.924;0.904;0.047;35;0.896;0.924;0.904;0.047;35
isolation;0.529;0.505;0.501;0.003;35;0.881;0.841;0.835;0.003;21
drupal sawsen;0.857;0.857;0.857;0.008;35;1.000;1.000;1.000;0.008;30
Example Mobile Phone;0.565;0.504;0.530;0.014;35;0.900;0.802;0.843;0.014;22
SPL Studies;0.762;0.731;0.739;0.061;35;0.889;0.853;0.862;0.061;30
Mobile Phone GF;0.613;0.529;0.551;0.014;35;0.893;0.771;0.804;0.014;24
testISA2012;0.527;0.502;0.511;0.014;35;0.923;0.879;0.894;0.014;20
rtrt;0.990;0.970;0.978;0.020;35;0.990;0.970;0.978;0.020;35
Match engine;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
MK Andes;0.757;0.686;0.703;0.004;35;0.981;0.889;0.911;0.004;27
Cell-Phone-SPL-2014-without;0.823;0.665;0.711;0.047;35;0.900;0.728;0.778;0.047;32
Car;0.783;0.743;0.753;0.023;35;0.914;0.867;0.878;0.023;30
Computer Selection;0.505;0.471;0.475;0.002;35;0.930;0.868;0.875;0.002;19
mobile phone;0.627;0.581;0.598;0.025;35;0.877;0.814;0.837;0.025;25
Modelo;0.569;0.514;0.533;0.004;35;0.948;0.857;0.889;0.004;21
MyFM;0.560;0.507;0.527;0.019;35;0.891;0.806;0.838;0.019;22
Mobile Phone;0.587;0.528;0.545;0.014;70;0.894;0.803;0.829;0.014;46
Mobile Game;0.976;0.998;0.987;0.132;35;0.976;0.998;0.987;0.132;35
SAL;0.558;0.488;0.518;0.012;35;0.929;0.813;0.863;0.012;21
Guad gmocht!;0.879;0.867;0.867;0.020;35;0.961;0.948;0.948;0.020;32
votacao eletronica;0.711;0.722;0.710;0.007;35;0.922;0.937;0.920;0.007;27
UPT_RM_MOBILE;0.590;0.510;0.539;0.014;35;0.860;0.744;0.786;0.014;24
Mobile Phone UPT - 18413;0.542;0.502;0.519;0.014;35;0.949;0.879;0.908;0.014;20
Mobile Tourist Planner;0.842;0.884;0.858;0.027;35;0.893;0.937;0.910;0.027;33
Minimalistic PC Feature Model;0.516;0.500;0.501;0.004;35;0.903;0.875;0.877;0.004;20
anlisis II;0.884;0.778;0.817;0.027;35;0.938;0.825;0.867;0.027;33
Autosoft;0.995;0.990;0.993;0.119;35;0.995;0.990;0.993;0.119;35
MobileMedia;0.934;0.912;0.917;0.028;70;0.947;0.925;0.930;0.028;69
Telefono;0.500;0.412;0.443;0.007;35;0.874;0.721;0.775;0.007;20
Phone;0.981;0.972;0.973;0.045;35;0.981;0.972;0.973;0.045;35
Rotary_Element;0.640;0.545;0.575;0.012;35;0.933;0.795;0.838;0.012;24
celular;0.543;0.522;0.529;0.011;35;0.905;0.870;0.881;0.011;21
Eval_board;0.533;0.471;0.480;0.002;35;0.933;0.825;0.840;0.002;20
AllSports Feature Model;0.916;0.927;0.921;0.023;35;0.916;0.927;0.921;0.023;35
Sample;0.912;0.916;0.913;0.031;35;0.939;0.943;0.939;0.031;34
Feature Tree Example;0.583;0.500;0.533;0.008;35;0.972;0.833;0.888;0.008;21
Dental Surgery;0.557;0.586;0.562;0.002;35;0.929;0.976;0.937;0.002;21
jjjjj;0.633;0.613;0.618;0.018;35;0.886;0.858;0.865;0.018;25
disenio II;0.957;0.956;0.956;0.029;35;0.957;0.956;0.956;0.029;35
Mobile Phone UPT;0.616;0.543;0.565;0.014;35;0.937;0.826;0.860;0.014;23
Test1;0.598;0.586;0.585;0.008;35;0.952;0.932;0.931;0.008;22
carpl;0.571;0.514;0.533;0.002;35;1.000;0.900;0.933;0.002;20
acarlos_trab2_mobile;0.595;0.520;0.549;0.014;35;0.946;0.828;0.874;0.014;22
Nudelsalat;0.653;0.602;0.617;0.012;35;0.879;0.811;0.830;0.012;26
Telefonia Celular;0.852;0.748;0.782;0.035;35;0.903;0.793;0.830;0.035;33
FeatureModel1;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
Ökonomische Merkmale;0.929;0.938;0.932;0.023;35;0.929;0.938;0.932;0.023;35
Simnumero;0.526;0.482;0.499;0.008;35;0.877;0.804;0.832;0.008;21
abcdefg;0.567;0.519;0.535;0.006;35;0.944;0.865;0.892;0.006;21
Mobile-Phone;0.575;0.524;0.540;0.014;35;0.914;0.834;0.859;0.014;22
WebApp;1.000;1.000;1.000;0.156;35;1.000;1.000;1.000;0.156;35
