CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.545;0.478;0.497;0.011;49;0.920;0.807;0.839;0.017;29
SVM_Poly[3,2.0,0.5];1.000;1.000;1.000;0.011;49;1.000;1.000;1.000;0.011;49
REPTree;0.728;0.604;0.629;0.011;49;0.938;0.779;0.811;0.014;38
RandomForest;1.000;1.000;1.000;0.011;49;1.000;1.000;1.000;0.011;49
RandomCommittee;0.733;0.750;0.730;0.011;49;0.898;0.919;0.894;0.013;40
MultilayerPerceptron[a];0.959;0.909;0.929;0.011;49;1.000;0.948;0.968;0.012;47
J48;0.436;0.384;0.397;0.011;49;0.970;0.855;0.883;0.022;22


VALIDITY RATIO;(F)
min;0.000061
avg;0.011146
max;0.116272

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[1.0];0.771;0.732;0.740;0.011;343;0.966;0.917;0.926;0.013;274

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;0.857;0.857;0.857;0.000;7;1.000;1.000;1.000;0.000;6
Buzzard Radio play DB;1.000;1.000;1.000;0.027;7;1.000;1.000;1.000;0.027;7
BSS_CS5702_G3;0.857;0.857;0.857;0.000;7;1.000;1.000;1.000;0.000;6
pruebapalabras;0.956;0.645;0.733;0.004;7;0.956;0.645;0.733;0.004;7
video on demand;0.857;0.679;0.724;0.002;7;1.000;0.792;0.844;0.002;6
Search_Engine_PL;0.953;0.778;0.826;0.008;7;0.953;0.778;0.826;0.008;7
User Model;0.987;0.968;0.975;0.009;7;0.987;0.968;0.975;0.009;7
Eleição de um prefeito e um vereador;0.429;0.429;0.429;0.001;7;1.000;1.000;1.000;0.001;3
Mobile media v4;0.429;0.429;0.429;0.000;7;1.000;1.000;1.000;0.000;3
Scenario Application;0.571;0.449;0.464;0.003;7;1.000;0.786;0.813;0.003;4
UML-IDE-TOOL;1.000;1.000;1.000;0.094;7;1.000;1.000;1.000;0.094;7
Virtual_Office_of_the_Future;0.643;0.524;0.571;0.003;7;0.900;0.733;0.800;0.003;5
Urna Gleidson;0.795;0.857;0.822;0.001;7;0.928;1.000;0.960;0.001;6
Linha de produtos - SimulES e PnP;0.926;0.734;0.774;0.009;7;0.926;0.734;0.774;0.009;7
Car PL;0.796;0.698;0.738;0.005;7;0.929;0.814;0.861;0.005;6
PhysEval;0.906;0.873;0.880;0.003;7;0.906;0.873;0.880;0.003;7
catalogo;0.500;0.571;0.524;0.000;7;0.875;1.000;0.917;0.000;4
Smartwatch;1.000;1.000;1.000;0.004;7;1.000;1.000;1.000;0.004;7
Mobile Phone, until relase 5;1.000;1.000;1.000;0.001;7;1.000;1.000;1.000;0.001;7
JPlug;0.995;0.846;0.908;0.005;7;0.995;0.846;0.908;0.005;7
Mobile Media;0.500;0.429;0.457;0.000;7;0.875;0.750;0.800;0.000;4
Clinica Medica;0.714;0.643;0.667;0.001;7;1.000;0.900;0.933;0.001;5
Celulares;1.000;0.999;0.999;0.025;7;1.000;0.999;0.999;0.025;7
WB;0.993;0.996;0.995;0.039;7;0.993;0.996;0.995;0.039;7
Mobile Media JULIO;1.000;0.976;0.987;0.001;7;1.000;0.976;0.987;0.001;7
Mobile Phone Software;0.667;0.582;0.615;0.003;7;0.933;0.815;0.861;0.003;5
SA;0.979;1.000;0.989;0.011;7;0.979;1.000;0.989;0.011;7
Simplified Smart Hotel;0.881;0.906;0.887;0.014;7;0.881;0.906;0.887;0.014;7
LeSE - Learning Software Engineering;0.429;0.381;0.400;0.001;7;1.000;0.889;0.933;0.001;3
Carro Model;0.500;0.429;0.454;0.002;7;0.875;0.750;0.794;0.002;4
MiniTV;1.000;1.000;1.000;0.015;7;1.000;1.000;1.000;0.015;7
IDE4OCL;1.000;1.000;1.000;0.004;7;1.000;1.000;1.000;0.004;7
matrices;0.429;0.429;0.429;0.001;7;1.000;1.000;1.000;0.001;3
JhotDrawn;1.000;0.994;0.997;0.063;7;1.000;0.994;0.997;0.063;7
Smart-phone;0.571;0.571;0.571;0.000;7;1.000;1.000;1.000;0.000;4
James;0.643;0.605;0.578;0.004;7;0.900;0.847;0.810;0.004;5
