CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];1.000;0.306;0.466;0.020;50;1.000;0.306;0.466;0.020;50
SVM_Puk[1.0, 0.1];1.000;0.300;0.459;0.020;50;1.000;0.300;0.459;0.020;50
Logistic;0.605;0.542;0.554;0.020;50;0.658;0.589;0.602;0.021;46


VALIDITY RATIO;(F)
min;0.000977
avg;0.019812
max;0.093750

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.30000000000000004];0.868;0.383;0.493;0.020;150;0.892;0.393;0.506;0.020;146

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
CTOS MODEL;0.790;0.389;0.460;0.001;15;0.790;0.389;0.460;0.001;15
ELPS - ISE;0.840;0.289;0.419;0.028;15;0.840;0.289;0.419;0.028;15
Linha de produtos - SimulES e PnP;0.738;0.226;0.346;0.009;15;0.738;0.226;0.346;0.009;15
Carro Model;0.682;0.180;0.279;0.002;15;0.930;0.245;0.381;0.002;11
Car PL;0.729;0.206;0.318;0.005;15;0.729;0.206;0.318;0.005;15
MiniTV;0.991;0.530;0.637;0.015;15;0.991;0.530;0.637;0.015;15
WB;0.921;0.378;0.519;0.039;15;0.921;0.378;0.519;0.039;15
IDE4OCL;1.000;0.536;0.644;0.004;15;1.000;0.536;0.644;0.004;15
UML-IDE-TOOL;1.000;0.532;0.639;0.094;15;1.000;0.532;0.639;0.094;15
Mobile Phone, until relase 5;0.992;0.558;0.667;0.001;15;0.992;0.558;0.667;0.001;15
