CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RandomCommittee;0.976;0.946;0.959;0.009;290;0.982;0.953;0.965;0.009;288


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.976;0.946;0.959;0.009;290;0.982;0.953;0.965;0.009;288

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.951;0.933;0.940;0.001;5;0.951;0.933;0.940;0.001;5
Visit Indonesia Apps;0.998;0.976;0.987;0.010;5;0.998;0.976;0.987;0.010;5
Smart Queue;1.000;1.000;1.000;0.000;5;1.000;1.000;1.000;0.000;5
Cell-Phone-SPL-2014-Part2;0.959;0.940;0.949;0.004;5;0.959;0.940;0.949;0.004;5
MobilePhone;0.965;0.988;0.975;0.002;5;0.965;0.988;0.975;0.002;5
MoviesApp PL;0.972;0.825;0.892;0.003;5;0.972;0.825;0.892;0.003;5
Alarm System;0.965;0.895;0.928;0.005;5;0.965;0.895;0.928;0.005;5
Video On Demand SPL FM;1.000;0.950;0.974;0.002;5;1.000;0.950;0.974;0.002;5
depresija;0.998;1.000;0.999;0.016;5;0.998;1.000;0.999;0.016;5
Windows .NET;1.000;0.988;0.994;0.002;5;1.000;0.988;0.994;0.002;5
Veículo;0.995;0.963;0.978;0.010;5;0.995;0.963;0.978;0.010;5
CFDP Library;1.000;0.998;0.999;0.058;10;1.000;0.998;0.999;0.058;10
Cell-Phone-SPL-2014-Mined;0.961;0.929;0.944;0.004;5;0.961;0.929;0.944;0.004;5
PortafolioLopez;0.984;1.000;0.992;0.010;5;0.984;1.000;0.992;0.010;5
KIModel;1.000;0.950;0.974;0.001;5;1.000;0.950;0.974;0.001;5
Homepage based on wiki;0.986;1.000;0.993;0.003;5;0.986;1.000;0.993;0.003;5
FMConfig;0.988;0.953;0.970;0.016;5;0.988;0.953;0.970;0.016;5
Ligne de produits de Eshop;0.969;0.850;0.901;0.002;5;0.969;0.850;0.901;0.002;5
