CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.495;0.447;0.457;0.021;670;0.862;0.778;0.796;0.029;385
SVM_Poly[3,2.0,0.5];0.904;0.902;0.896;0.021;670;0.915;0.913;0.907;0.021;662
REPTree;0.417;0.378;0.385;0.021;670;0.809;0.735;0.748;0.033;345
RandomForest;0.977;0.810;0.875;0.021;670;0.983;0.815;0.880;0.021;666
RandomCommittee;0.909;0.850;0.870;0.021;670;0.917;0.857;0.878;0.021;664
MultilayerPerceptron[a];0.908;0.862;0.874;0.021;670;0.940;0.893;0.905;0.022;647
J48;0.341;0.322;0.328;0.021;670;0.929;0.877;0.892;0.041;246


VALIDITY RATIO;(F)
min;0.000488
avg;0.021058
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.707;0.653;0.669;0.021;4690;0.918;0.847;0.868;0.025;3615

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.969;0.891;0.923;0.020;35;0.969;0.891;0.923;0.020;35
Mobile phone;0.546;0.471;0.495;0.010;35;0.831;0.717;0.754;0.010;23
Bicis_Feature_Model;0.444;0.424;0.414;0.006;35;0.777;0.742;0.725;0.006;20
Maquina de Cae;0.784;0.777;0.773;0.035;35;0.857;0.850;0.845;0.035;32
test gv;1.000;1.000;1.000;0.031;35;1.000;1.000;1.000;0.031;35
E-Shop, magister2014;0.576;0.549;0.560;0.018;35;0.916;0.874;0.890;0.018;22
E-shop;0.877;0.872;0.865;0.014;35;0.931;0.925;0.917;0.014;33
UPL;0.826;0.722;0.765;0.009;35;0.932;0.815;0.863;0.009;31
Hello World;0.830;0.769;0.794;0.034;35;0.908;0.841;0.868;0.034;32
Weather Station;0.776;0.660;0.696;0.021;35;0.876;0.746;0.786;0.021;31
LXEP;0.415;0.400;0.380;0.002;35;0.808;0.778;0.740;0.002;18
Xor Example;0.978;0.836;0.887;0.020;35;0.978;0.836;0.887;0.020;35
Implementacion;0.474;0.445;0.451;0.003;35;0.830;0.779;0.789;0.003;20
ordem;0.844;0.739;0.781;0.027;35;0.923;0.809;0.854;0.027;32
Observatorio;0.532;0.464;0.485;0.004;35;0.887;0.774;0.808;0.004;21
eshop;0.652;0.562;0.590;0.009;35;0.878;0.756;0.794;0.009;26
AA;0.694;0.580;0.613;0.016;35;0.934;0.781;0.826;0.016;26
E-SHOP;0.537;0.454;0.480;0.008;35;0.895;0.756;0.799;0.008;21
Example Product Line Course Using SPLOT;0.574;0.484;0.520;0.014;35;0.837;0.705;0.758;0.014;24
AvionFEatures;0.613;0.595;0.597;0.012;35;0.859;0.833;0.835;0.012;25
NovoSiga;0.741;0.636;0.671;0.010;35;0.926;0.795;0.839;0.010;28
Disenio;0.419;0.407;0.402;0.004;35;0.772;0.750;0.741;0.004;19
CIMS PL;0.371;0.400;0.381;0.001;35;0.929;1.000;0.952;0.001;14
testing;0.998;0.999;0.998;0.125;35;0.998;0.999;0.998;0.125;35
VODPlayer;0.932;0.896;0.902;0.047;35;0.932;0.896;0.902;0.047;35
isolation;0.582;0.562;0.542;0.003;35;0.849;0.819;0.790;0.003;24
Jogo;0.676;0.664;0.662;0.002;35;0.946;0.930;0.927;0.002;25
desordem;0.894;0.732;0.789;0.027;35;0.920;0.754;0.813;0.027;34
1;0.875;0.880;0.874;0.007;35;0.957;0.962;0.956;0.007;32
Mobile Phone GF;0.556;0.469;0.502;0.014;35;0.884;0.747;0.799;0.014;22
rtrt;0.968;0.967;0.963;0.020;35;0.968;0.967;0.963;0.020;35
Sylvain Example;0.591;0.517;0.530;0.005;35;0.827;0.724;0.742;0.005;25
MK Andes;0.627;0.557;0.573;0.004;35;0.954;0.848;0.872;0.004;23
Computer Selection;0.529;0.386;0.429;0.002;35;0.974;0.711;0.789;0.002;19
HandlingSystem;0.257;0.257;0.257;0.000;35;1.000;1.000;1.000;0.000;9
Modelo;0.556;0.350;0.398;0.004;35;0.927;0.583;0.664;0.004;21
MyFeatureModel;0.867;0.760;0.804;0.017;35;0.920;0.806;0.853;0.017;33
Mobile Game;0.973;0.997;0.985;0.132;35;0.973;0.997;0.985;0.132;35
