CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];1.000;0.807;0.889;0.023;150;1.000;0.807;0.889;0.023;150
SVM_Puk[1.0, 0.1];1.000;0.814;0.894;0.023;150;1.000;0.814;0.894;0.023;150
Logistic;0.602;0.508;0.522;0.023;150;0.711;0.600;0.616;0.025;127


VALIDITY RATIO;(F)
min;0.000977
avg;0.022526
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.867;0.710;0.768;0.023;450;0.914;0.748;0.810;0.023;427

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;0.874;0.930;0.016;15;1.000;0.874;0.930;0.016;15
CCCMS;1.000;0.859;0.921;0.059;15;1.000;0.859;0.921;0.059;15
WB2;0.889;0.650;0.741;0.049;15;0.889;0.650;0.741;0.049;15
VOD feature model;1.000;0.854;0.916;0.016;15;1.000;0.854;0.916;0.016;15
Phone sple;0.900;0.560;0.642;0.026;15;0.964;0.601;0.687;0.026;14
Dummy Car;0.675;0.548;0.602;0.002;15;0.723;0.587;0.645;0.002;14
Asghar;0.887;0.708;0.785;0.016;15;0.887;0.708;0.785;0.016;15
Adams Car;0.667;0.533;0.592;0.007;15;1.000;0.800;0.887;0.007;10
UPL;0.950;0.767;0.846;0.009;15;0.950;0.767;0.846;0.009;15
SmartHome_vConejero_r1;0.889;0.700;0.760;0.001;15;0.952;0.750;0.814;0.001;14
Test;0.667;0.533;0.585;0.003;15;0.833;0.667;0.732;0.003;12
Phone;0.948;0.799;0.864;0.045;15;0.948;0.799;0.864;0.045;15
mon model;0.667;0.536;0.593;0.006;15;1.000;0.804;0.890;0.006;10
ordem;0.955;0.608;0.707;0.027;15;0.955;0.608;0.707;0.027;15
Text Editor;0.856;0.667;0.734;0.003;15;0.856;0.667;0.734;0.003;15
IntelligentTutoringSystem;0.942;0.787;0.856;0.021;15;0.942;0.787;0.856;0.021;15
ETRobocon;1.000;0.866;0.925;0.059;15;1.000;0.866;0.925;0.059;15
test_fm;1.000;0.892;0.936;0.002;15;1.000;0.892;0.936;0.002;15
AvionFEatures;0.900;0.728;0.799;0.012;15;0.900;0.728;0.799;0.012;15
CIMS PL;0.844;0.933;0.867;0.001;15;0.905;1.000;0.929;0.001;14
VODPlayer;0.852;0.693;0.762;0.047;15;0.852;0.693;0.762;0.047;15
desordem;0.952;0.594;0.699;0.027;15;0.952;0.594;0.699;0.027;15
E-portal;0.935;0.771;0.842;0.008;15;0.935;0.771;0.842;0.008;15
carpl;0.911;0.933;0.898;0.002;15;0.911;0.933;0.898;0.002;15
Ökonomische Merkmale;0.951;0.828;0.879;0.023;15;0.951;0.828;0.879;0.023;15
MyFM;0.667;0.544;0.597;0.019;15;0.667;0.544;0.597;0.019;15
Eshop-ufrj;0.808;0.603;0.687;0.012;15;0.808;0.603;0.687;0.012;15
MyFeatureModel;0.667;0.533;0.591;0.017;15;0.833;0.667;0.739;0.017;12
Mobile Game;0.939;0.816;0.869;0.132;15;0.939;0.816;0.869;0.132;15
SAL;0.700;0.572;0.621;0.012;15;0.875;0.715;0.776;0.012;12
