CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.623;0.536;0.547;0.025;100;0.670;0.577;0.588;0.027;93
PART;0.533;0.505;0.503;0.025;100;0.711;0.673;0.671;0.031;75
NaiveBayesUpdateable;0.376;0.125;0.169;0.025;100;0.837;0.277;0.376;0.043;45
JRip;0.456;0.477;0.449;0.025;100;0.690;0.723;0.681;0.034;66


VALIDITY RATIO;(F)
min;0.000977
avg;0.025049
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.30000000000000004];0.497;0.411;0.417;0.025;400;0.713;0.589;0.598;0.032;279

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AvionFEatures;0.296;0.400;0.323;0.012;20;0.455;0.615;0.497;0.012;13
CIMS PL;0.000;0.000;0.000;0.001;20;0.000;0.000;0.000;0.000;0
VODPlayer;0.610;0.521;0.533;0.047;20;0.642;0.548;0.561;0.047;19
VOD feature model;0.901;0.703;0.744;0.016;20;0.948;0.740;0.783;0.016;19
Phone sple;0.551;0.369;0.406;0.026;20;0.688;0.461;0.507;0.026;16
Asghar;0.483;0.444;0.436;0.016;20;0.604;0.555;0.544;0.016;16
desordem;0.648;0.421;0.468;0.027;20;0.763;0.496;0.550;0.027;17
E-portal;0.529;0.431;0.422;0.008;20;0.706;0.575;0.563;0.008;15
UPL;0.543;0.461;0.483;0.009;20;0.724;0.615;0.645;0.009;15
carpl;0.138;0.150;0.133;0.002;20;0.550;0.600;0.533;0.002;5
SmartHome_vConejero_r1;0.079;0.175;0.107;0.001;20;0.396;0.875;0.533;0.001;4
Test;0.215;0.129;0.116;0.003;20;0.613;0.367;0.332;0.003;7
Ökonomische Merkmale;0.749;0.596;0.622;0.023;20;0.749;0.596;0.622;0.023;20
Phone;0.764;0.620;0.617;0.045;20;0.764;0.620;0.617;0.045;20
MyFM;0.197;0.150;0.157;0.019;20;0.437;0.333;0.349;0.019;9
ordem;0.655;0.455;0.493;0.027;20;0.728;0.506;0.548;0.027;18
MyFeatureModel;0.507;0.370;0.392;0.017;20;0.597;0.435;0.461;0.017;17
Mobile Game;0.901;0.806;0.834;0.132;20;0.901;0.806;0.834;0.132;20
ETRobocon;0.940;0.865;0.888;0.059;20;0.940;0.865;0.888;0.059;20
SAL;0.234;0.150;0.170;0.012;20;0.520;0.333;0.377;0.012;9
