CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.407;0.351;0.363;0.020;900;0.802;0.692;0.715;0.030;457
SVM_Poly[3,2.0,0.5];0.729;0.707;0.703;0.020;900;0.762;0.738;0.734;0.021;862
REPTree;0.301;0.291;0.289;0.020;900;0.756;0.730;0.724;0.035;359
RandomForest;0.909;0.577;0.677;0.020;900;0.944;0.599;0.703;0.020;867
RandomCommittee;0.751;0.657;0.683;0.020;900;0.781;0.683;0.711;0.021;865
MultilayerPerceptron[a];0.755;0.703;0.707;0.020;900;0.796;0.742;0.746;0.021;853
J48;0.245;0.236;0.238;0.020;900;0.908;0.874;0.883;0.046;243


VALIDITY RATIO;(F)
min;0.000244
avg;0.019775
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.585;0.503;0.523;0.020;6300;0.819;0.704;0.731;0.024;4506

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.806;0.637;0.686;0.020;35;0.940;0.743;0.801;0.020;30
Mobile phone;0.407;0.306;0.328;0.010;35;0.648;0.486;0.521;0.010;22
CCCMS;0.992;1.000;0.996;0.059;35;0.992;1.000;0.996;0.059;35
MyDental;0.900;0.886;0.887;0.010;35;0.927;0.912;0.913;0.010;34
Bicis_Feature_Model;0.314;0.195;0.224;0.006;35;0.647;0.402;0.461;0.006;17
Maquina de Cae;0.565;0.509;0.526;0.035;35;0.824;0.742;0.767;0.035;24
test gv;1.000;1.000;1.000;0.031;35;1.000;1.000;1.000;0.031;35
E-Shop, magister2014;0.528;0.413;0.448;0.018;35;0.803;0.628;0.682;0.018;23
E-shop;0.636;0.547;0.580;0.014;35;0.824;0.709;0.752;0.014;27
UPL;0.664;0.546;0.577;0.009;35;0.830;0.683;0.722;0.009;28
Hello World;0.665;0.589;0.617;0.034;35;0.802;0.710;0.745;0.034;29
Weather Station;0.574;0.466;0.498;0.021;35;0.773;0.627;0.670;0.021;26
LXEP;0.279;0.214;0.229;0.002;35;0.750;0.577;0.615;0.002;13
Xor Example;0.576;0.443;0.485;0.020;35;0.876;0.674;0.738;0.020;23
Implementacion;0.333;0.216;0.227;0.003;35;0.583;0.379;0.397;0.003;20
ordem;0.715;0.522;0.581;0.027;35;0.863;0.631;0.701;0.027;29
ID;0.229;0.257;0.238;0.000;35;0.889;1.000;0.926;0.000;9
Observatorio;0.421;0.293;0.308;0.004;35;0.736;0.513;0.538;0.004;20
eshop;0.440;0.283;0.321;0.009;35;0.770;0.494;0.562;0.009;20
AA;0.568;0.414;0.457;0.016;35;0.765;0.558;0.615;0.016;26
E-SHOP;0.378;0.354;0.336;0.008;35;0.662;0.619;0.588;0.008;20
Example Product Line Course Using SPLOT;0.383;0.288;0.301;0.014;35;0.638;0.480;0.502;0.014;21
AvionFEatures;0.490;0.364;0.381;0.012;35;0.715;0.531;0.556;0.012;24
search engine;0.634;0.540;0.574;0.008;35;0.792;0.675;0.718;0.008;28
NovoSiga;0.571;0.443;0.486;0.010;35;0.799;0.620;0.681;0.010;25
Disenio;0.290;0.186;0.213;0.004;35;0.634;0.406;0.466;0.004;16
CIMS PL;0.321;0.371;0.335;0.001;35;0.865;1.000;0.903;0.001;13
testing;0.997;1.000;0.998;0.125;35;0.997;1.000;0.998;0.125;35
Address Book;0.992;0.958;0.974;0.018;35;0.992;0.958;0.974;0.018;35
VODPlayer;0.769;0.789;0.772;0.047;35;0.841;0.863;0.844;0.047;32
isolation;0.374;0.257;0.283;0.003;35;0.770;0.529;0.582;0.003;17
Jogo;0.388;0.236;0.274;0.001;70;0.936;0.569;0.660;0.001;29
desordem;0.739;0.563;0.623;0.027;35;0.808;0.616;0.681;0.027;32
1;0.694;0.567;0.593;0.007;35;0.934;0.764;0.798;0.007;26
Mobile Phone GF;0.449;0.345;0.370;0.014;35;0.655;0.503;0.540;0.014;24
rtrt;0.821;0.753;0.774;0.020;35;0.927;0.850;0.874;0.020;31
Sylvain Example;0.431;0.297;0.332;0.004;70;0.702;0.484;0.540;0.004;43
MK Andes;0.437;0.379;0.360;0.004;35;0.764;0.663;0.629;0.004;20
Computer Selection;0.212;0.186;0.177;0.002;35;0.676;0.591;0.562;0.002;11
HandlingSystem;0.086;0.086;0.086;0.000;35;1.000;1.000;1.000;0.000;3
Modelo;0.365;0.264;0.271;0.004;35;0.672;0.487;0.500;0.004;19
JCS;0.843;0.710;0.761;0.023;35;0.867;0.731;0.783;0.023;34
MyFeatureModel;0.678;0.504;0.564;0.017;35;0.848;0.631;0.704;0.017;28
Mobile Game;0.962;0.977;0.969;0.132;35;0.962;0.977;0.969;0.132;35
votacao eletronica;0.563;0.482;0.483;0.007;35;0.788;0.674;0.676;0.007;25
Online Shop Feature Model;0.534;0.414;0.454;0.010;35;0.779;0.604;0.663;0.010;24
Website;1.000;1.000;1.000;0.031;35;1.000;1.000;1.000;0.031;35
Mobile Tourist Planner;0.692;0.584;0.613;0.027;35;0.835;0.704;0.740;0.027;29
VOD feature model;1.000;1.000;1.000;0.016;35;1.000;1.000;1.000;0.016;35
Mauricio Alférez;0.621;0.609;0.588;0.005;35;0.805;0.789;0.762;0.005;27
Asghar;0.645;0.545;0.580;0.016;35;0.807;0.681;0.725;0.016;28
Minimalistic PC Feature Model;0.368;0.271;0.279;0.004;35;0.715;0.528;0.543;0.004;18
MobileMedia;0.746;0.734;0.732;0.028;70;0.885;0.871;0.868;0.028;59
Rotary_Element;0.408;0.326;0.340;0.012;35;0.680;0.544;0.566;0.012;21
IntelligentTutoringSystem;0.969;0.900;0.931;0.021;35;0.969;0.900;0.931;0.021;35
Multiplicador de n matrices;0.416;0.292;0.322;0.004;35;0.727;0.511;0.564;0.004;20
ETRobocon;0.976;0.991;0.983;0.059;35;0.976;0.991;0.983;0.059;35
Telecommunication_System;0.396;0.229;0.268;0.004;35;0.692;0.400;0.469;0.004;20
a;0.758;0.593;0.654;0.010;35;0.948;0.741;0.817;0.010;28
Content model;0.883;0.805;0.835;0.022;35;0.883;0.805;0.835;0.022;35
AllSports Feature Model;0.726;0.667;0.685;0.023;35;0.819;0.753;0.774;0.023;31
Movil;0.524;0.422;0.454;0.007;35;0.765;0.616;0.662;0.007;24
asdsfa ewtwwe;0.468;0.400;0.412;0.006;35;0.745;0.636;0.655;0.006;22
ZMUConcernExample;0.540;0.361;0.405;0.004;35;0.787;0.526;0.591;0.004;24
aaaaaa;0.971;0.942;0.954;0.008;35;1.000;0.970;0.982;0.008;34
Feature Tree Example;0.462;0.379;0.388;0.008;35;0.770;0.631;0.646;0.008;21
FeatureModelName;0.516;0.482;0.463;0.002;35;0.723;0.675;0.648;0.002;25
Dental Surgery;0.281;0.271;0.257;0.002;35;0.756;0.731;0.692;0.002;13
E-portal;0.586;0.504;0.525;0.008;35;0.855;0.734;0.766;0.008;24
disenio II;0.920;0.884;0.896;0.029;35;0.920;0.884;0.896;0.029;35
Mobile Phone UPT;0.392;0.335;0.345;0.014;35;0.623;0.532;0.548;0.014;22
Test1;0.454;0.329;0.359;0.008;35;0.756;0.548;0.598;0.008;21
carpl;0.310;0.271;0.278;0.002;35;0.833;0.731;0.749;0.002;13
r;0.616;0.394;0.466;0.041;35;0.862;0.551;0.652;0.041;25
Nudelsalat;0.368;0.271;0.298;0.012;35;0.614;0.452;0.497;0.012;21
FeatureModel1;0.927;0.879;0.890;0.016;35;0.983;0.932;0.944;0.016;33
poker spl;0.486;0.358;0.389;0.010;35;0.739;0.545;0.592;0.010;23
Simnumero;0.415;0.300;0.324;0.008;35;0.692;0.500;0.539;0.008;21
abcdefg;0.363;0.314;0.317;0.006;35;0.635;0.550;0.555;0.006;20
Mobile-Phone;0.458;0.314;0.331;0.014;35;0.697;0.478;0.503;0.014;23
WebApp;1.000;0.998;0.999;0.156;35;1.000;0.998;0.999;0.156;35
Loja Virtual;0.876;0.893;0.882;0.027;35;0.876;0.893;0.882;0.027;35
This is a test;0.908;0.849;0.873;0.032;35;0.908;0.849;0.873;0.032;35
hhhhhhh;0.391;0.336;0.319;0.004;35;0.651;0.560;0.531;0.004;21
eLearning ways;0.987;0.974;0.980;0.097;35;0.987;0.974;0.980;0.097;35
Matrix chain multiplication;0.386;0.261;0.298;0.007;35;0.676;0.457;0.522;0.007;20
Phone sple;0.602;0.441;0.497;0.026;35;0.781;0.572;0.644;0.026;27
Final model;0.433;0.314;0.343;0.003;35;0.688;0.500;0.546;0.003;22
Manuel;0.491;0.359;0.383;0.009;35;0.716;0.523;0.559;0.009;24
FM with optional XOR;0.658;0.479;0.536;0.005;35;0.822;0.599;0.670;0.005;28
SmartHome- Simplified Sample;0.601;0.483;0.503;0.005;35;0.841;0.676;0.704;0.005;25
Mobile phone (lenita);0.429;0.312;0.340;0.014;35;0.716;0.520;0.567;0.014;21
SmartHome_vConejero_r1;0.195;0.200;0.186;0.001;35;0.854;0.875;0.813;0.001;8
Reservation;0.332;0.241;0.258;0.002;35;0.581;0.422;0.451;0.002;20
test 3;0.540;0.423;0.464;0.031;35;0.788;0.617;0.677;0.031;24
27-5-207 test;0.747;0.640;0.671;0.021;35;0.871;0.746;0.783;0.021;30
