CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.225;0.196;0.203;0.009;290;0.688;0.599;0.619;0.019;95
SVM_Poly[3,2.0,0.5];0.395;0.379;0.369;0.009;290;0.485;0.465;0.453;0.010;236
REPTree;0.145;0.143;0.138;0.009;290;0.667;0.660;0.634;0.025;63
RandomForest;0.708;0.214;0.291;0.009;290;0.893;0.270;0.367;0.011;230
RandomCommittee;0.442;0.318;0.351;0.009;290;0.539;0.387;0.427;0.010;238
MultilayerPerceptron[a];0.405;0.426;0.397;0.009;290;0.485;0.511;0.475;0.010;242
J48;0.094;0.092;0.092;0.009;290;0.830;0.809;0.809;0.038;33


VALIDITY RATIO;(F)
min;0.000122
avg;0.008654
max;0.076172

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.345;0.253;0.263;0.009;2030;0.616;0.451;0.469;0.013;1137

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
teste;0.193;0.136;0.122;0.001;35;0.422;0.297;0.267;0.001;16
Visit Indonesia Apps;0.434;0.360;0.368;0.010;35;0.608;0.504;0.516;0.010;25
Smart Queue;0.128;0.121;0.104;0.000;35;0.449;0.425;0.362;0.000;10
Cell-Phone-SPL-2014-Part2;0.281;0.134;0.151;0.004;35;0.492;0.235;0.264;0.004;20
MobilePhone;0.154;0.120;0.120;0.002;35;0.336;0.262;0.262;0.002;16
MoviesApp PL;0.222;0.105;0.111;0.003;35;0.388;0.183;0.194;0.003;20
Alarm System;0.248;0.098;0.121;0.005;35;0.456;0.180;0.223;0.005;19
Video On Demand SPL FM;0.185;0.082;0.090;0.002;35;0.359;0.160;0.174;0.002;18
depresija;0.963;0.930;0.944;0.016;35;0.992;0.957;0.972;0.016;34
Windows .NET;0.413;0.275;0.300;0.002;35;0.760;0.507;0.553;0.002;19
Veículo;0.360;0.239;0.256;0.010;35;0.549;0.364;0.390;0.010;23
CFDP Library;0.866;0.730;0.785;0.058;70;0.866;0.730;0.785;0.058;70
Cell-Phone-SPL-2014-Mined;0.286;0.151;0.147;0.004;35;0.476;0.252;0.245;0.004;21
PortafolioLopez;0.489;0.379;0.384;0.010;35;0.659;0.511;0.517;0.010;26
KIModel;0.191;0.148;0.136;0.001;35;0.558;0.431;0.395;0.001;12
Homepage based on wiki;0.323;0.172;0.179;0.003;35;0.596;0.318;0.330;0.003;19
FMConfig;0.340;0.172;0.206;0.016;35;0.595;0.301;0.361;0.016;20
Ligne de produits de Eshop;0.203;0.091;0.097;0.002;35;0.443;0.200;0.213;0.002;16
smartPhone;0.724;0.671;0.684;0.011;35;0.905;0.839;0.854;0.011;28
Online shopping software;0.086;0.086;0.074;0.000;35;0.503;0.500;0.431;0.000;6
i18n;0.183;0.071;0.075;0.002;35;0.401;0.156;0.165;0.002;16
SPL Studies;0.301;0.112;0.138;0.005;35;0.502;0.187;0.229;0.005;21
RE;0.836;0.744;0.767;0.012;35;0.915;0.814;0.839;0.012;32
Magister 2014-ROLOG;0.479;0.346;0.391;0.012;35;0.645;0.466;0.526;0.012;26
Car;0.364;0.252;0.272;0.005;35;0.554;0.383;0.414;0.005;23
Content;0.786;0.734;0.742;0.028;35;0.786;0.734;0.742;0.028;35
Video On Demand FM;0.175;0.079;0.085;0.002;35;0.438;0.196;0.213;0.002;14
Aircraft PL;0.750;0.693;0.709;0.038;35;0.772;0.713;0.730;0.038;34
MarketPlace-Sample;0.034;0.105;0.048;0.000;35;0.172;0.524;0.240;0.000;7
Mobile Media;0.223;0.123;0.133;0.003;35;0.412;0.226;0.244;0.003;19
search-engine;0.371;0.244;0.269;0.011;70;0.565;0.371;0.409;0.011;46
FM1;0.008;0.057;0.013;0.000;35;0.136;1.000;0.233;0.000;2
Stamppy;0.553;0.366;0.389;0.003;35;0.775;0.513;0.545;0.003;25
