CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RandomCommittee;0.963;0.950;0.954;0.021;385;0.968;0.955;0.959;0.022;383


VALIDITY RATIO;(F)
min;0.000977
avg;0.021446
max;0.156250

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.963;0.950;0.954;0.021;385;0.968;0.955;0.959;0.022;383

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;1.000;0.990;0.995;0.020;5;1.000;0.990;0.995;0.020;5
Mobile phone;0.982;0.980;0.980;0.010;5;0.982;0.980;0.980;0.010;5
hhhhhhh;0.853;1.000;0.916;0.004;5;0.853;1.000;0.916;0.004;5
Bicis_Feature_Model;0.938;0.900;0.915;0.006;5;0.938;0.900;0.915;0.006;5
Maquina de Cae;0.983;0.978;0.980;0.035;5;0.983;0.978;0.980;0.035;5
Phone sple;0.986;0.985;0.985;0.026;5;0.986;0.985;0.985;0.026;5
test gv;1.000;1.000;1.000;0.031;5;1.000;1.000;1.000;0.031;5
Manuel;0.980;1.000;0.989;0.009;5;0.980;1.000;0.989;0.009;5
E-Shop, magister2014;0.956;0.911;0.931;0.018;5;0.956;0.911;0.931;0.018;5
Mobile phone (lenita);0.866;0.986;0.921;0.014;5;0.866;0.986;0.921;0.014;5
Hello World;1.000;0.966;0.982;0.034;5;1.000;0.966;0.982;0.034;5
test 3;0.964;0.975;0.969;0.031;5;0.964;0.975;0.969;0.031;5
LXEP;0.500;0.400;0.433;0.002;5;0.833;0.667;0.722;0.002;3
Test;0.988;0.875;0.926;0.016;5;0.988;0.875;0.926;0.016;5
TEST_NAme;1.000;1.000;1.000;0.035;5;1.000;1.000;1.000;0.035;5
eshop;0.980;0.956;0.966;0.009;5;0.980;0.956;0.966;0.009;5
AA;0.976;0.950;0.962;0.016;5;0.976;0.950;0.962;0.016;5
E-SHOP;0.935;0.900;0.911;0.008;5;0.935;0.900;0.911;0.008;5
Prontuário Eletrônico de Pacientes;1.000;1.000;1.000;0.010;5;1.000;1.000;1.000;0.010;5
Bandymas;0.989;1.000;0.995;0.018;5;0.989;1.000;0.995;0.018;5
Example Product Line Course Using SPLOT;0.987;0.943;0.963;0.014;5;0.987;0.943;0.963;0.014;5
AvionFEatures;1.000;0.950;0.974;0.012;5;1.000;0.950;0.974;0.012;5
Disenio;0.960;0.950;0.949;0.004;5;0.960;0.950;0.949;0.004;5
CIMS PL;0.900;1.000;0.933;0.001;5;0.900;1.000;0.933;0.001;5
VODPlayer;1.000;1.000;1.000;0.047;5;1.000;1.000;1.000;0.047;5
isolation;0.900;1.000;0.943;0.003;5;0.900;1.000;0.943;0.003;5
drupal sawsen;1.000;1.000;1.000;0.008;5;1.000;1.000;1.000;0.008;5
Example Mobile Phone;0.918;0.900;0.906;0.014;5;0.918;0.900;0.906;0.014;5
SPL Studies;0.981;0.971;0.976;0.061;5;0.981;0.971;0.976;0.061;5
Mobile Phone GF;0.986;0.943;0.963;0.014;5;0.986;0.943;0.963;0.014;5
testISA2012;0.960;0.900;0.924;0.014;5;0.960;0.900;0.924;0.014;5
rtrt;1.000;0.990;0.995;0.020;5;1.000;0.990;0.995;0.020;5
Match engine;1.000;1.000;1.000;0.016;5;1.000;1.000;1.000;0.016;5
MK Andes;1.000;0.900;0.933;0.004;5;1.000;0.900;0.933;0.004;5
Cell-Phone-SPL-2014-without;0.976;0.967;0.971;0.047;5;0.976;0.967;0.971;0.047;5
Car;0.968;0.967;0.966;0.023;5;0.968;0.967;0.966;0.023;5
Computer Selection;1.000;0.900;0.933;0.002;5;1.000;0.900;0.933;0.002;5
mobile phone;0.950;0.946;0.946;0.025;5;0.950;0.946;0.946;0.025;5
Modelo;1.000;0.950;0.971;0.004;5;1.000;0.950;0.971;0.004;5
MyFM;0.936;0.895;0.914;0.019;5;0.936;0.895;0.914;0.019;5
Mobile Phone;0.940;0.914;0.924;0.014;10;0.940;0.914;0.924;0.014;10
Mobile Game;0.997;1.000;0.999;0.132;5;0.997;1.000;0.999;0.132;5
SAL;0.933;0.917;0.923;0.012;5;0.933;0.917;0.923;0.012;5
Guad gmocht!;0.990;0.990;0.990;0.020;5;0.990;0.990;0.990;0.020;5
votacao eletronica;0.971;0.971;0.971;0.007;5;0.971;0.971;0.971;0.007;5
UPT_RM_MOBILE;0.985;0.914;0.946;0.014;5;0.985;0.914;0.946;0.014;5
Mobile Phone UPT - 18413;0.971;0.943;0.956;0.014;5;0.971;0.943;0.956;0.014;5
Mobile Tourist Planner;0.978;0.929;0.952;0.027;5;0.978;0.929;0.952;0.027;5
Minimalistic PC Feature Model;0.950;0.950;0.950;0.004;5;0.950;0.950;0.950;0.004;5
anlisis II;1.000;0.979;0.989;0.027;5;1.000;0.979;0.989;0.027;5
Autosoft;1.000;1.000;1.000;0.119;5;1.000;1.000;1.000;0.119;5
MobileMedia;0.990;0.993;0.992;0.028;10;0.990;0.993;0.992;0.028;10
Telefono;0.933;0.886;0.901;0.007;5;0.933;0.886;0.901;0.007;5
Phone;0.996;0.996;0.996;0.045;5;0.996;0.996;0.996;0.045;5
Rotary_Element;0.983;0.933;0.956;0.012;5;0.983;0.933;0.956;0.012;5
celular;0.872;0.945;0.905;0.011;5;0.872;0.945;0.905;0.011;5
Eval_board;0.933;1.000;0.960;0.002;5;0.933;1.000;0.960;0.002;5
AllSports Feature Model;0.976;0.967;0.971;0.023;5;0.976;0.967;0.971;0.023;5
Sample;0.994;0.994;0.994;0.031;5;0.994;0.994;0.994;0.031;5
Feature Tree Example;0.975;0.925;0.946;0.008;5;0.975;0.925;0.946;0.008;5
