CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.980;0.906;0.939;0.032;50;1.000;0.924;0.958;0.032;49
PART;0.740;0.738;0.720;0.032;50;0.841;0.838;0.818;0.036;44
NaiveBayesUpdateable;0.276;0.104;0.146;0.032;50;0.689;0.261;0.365;0.062;20
JRip;0.562;0.594;0.559;0.032;50;0.780;0.825;0.776;0.041;36


VALIDITY RATIO;(F)
min;0.000977
avg;0.031836
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.639;0.586;0.591;0.032;200;0.858;0.786;0.793;0.039;149

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.475;0.575;0.500;0.002;20;0.792;0.958;0.833;0.002;12
AvionFEatures;0.551;0.558;0.542;0.012;20;0.788;0.798;0.775;0.012;14
Ökonomische Merkmale;0.862;0.756;0.756;0.023;20;0.862;0.756;0.756;0.023;20
Phone;0.998;0.804;0.851;0.045;20;0.998;0.804;0.851;0.045;20
CIMS PL;0.200;0.200;0.200;0.001;20;1.000;1.000;1.000;0.001;4
MyFM;0.558;0.400;0.450;0.019;20;0.797;0.571;0.643;0.019;14
VODPlayer;0.656;0.632;0.630;0.047;20;0.691;0.666;0.663;0.047;19
Phone sple;0.679;0.691;0.683;0.026;20;0.905;0.921;0.910;0.026;15
Mobile Game;0.970;0.888;0.916;0.132;20;0.970;0.888;0.916;0.132;20
SAL;0.444;0.350;0.382;0.012;20;0.807;0.636;0.694;0.012;11
