CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.575;0.527;0.541;0.011;245;0.902;0.827;0.850;0.017;156
SVM_Poly[3,2.0,0.5];0.959;0.958;0.955;0.011;245;0.970;0.970;0.967;0.011;242
REPTree;0.605;0.507;0.531;0.011;245;0.856;0.718;0.752;0.015;173
RandomForest;0.982;0.813;0.880;0.011;245;0.998;0.826;0.895;0.011;241
RandomCommittee;0.943;0.861;0.895;0.011;245;0.958;0.876;0.910;0.011;241
MultilayerPerceptron[a];0.935;0.873;0.895;0.011;245;0.987;0.921;0.945;0.012;232
J48;0.477;0.447;0.459;0.011;245;0.966;0.905;0.929;0.021;121


VALIDITY RATIO;(F)
min;0.000061
avg;0.011146
max;0.116272

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.782;0.712;0.737;0.011;1715;0.954;0.869;0.899;0.013;1406

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RE Process;0.800;0.743;0.762;0.000;35;1.000;0.929;0.953;0.000;28
Buzzard Radio play DB;1.000;1.000;1.000;0.027;35;1.000;1.000;1.000;0.027;35
BSS_CS5702_G3;0.829;0.764;0.788;0.000;35;1.000;0.922;0.951;0.000;29
pruebapalabras;0.843;0.713;0.766;0.004;35;0.922;0.780;0.837;0.004;32
video on demand;0.790;0.645;0.693;0.002;35;0.987;0.806;0.866;0.002;28
Search_Engine_PL;0.930;0.853;0.886;0.008;35;0.930;0.853;0.886;0.008;35
User Model;0.944;0.885;0.911;0.009;35;0.944;0.885;0.911;0.009;35
Eleição de um prefeito e um vereador;0.545;0.498;0.516;0.001;35;0.908;0.830;0.860;0.001;21
Mobile media v4;0.487;0.443;0.445;0.000;35;0.853;0.775;0.778;0.000;20
Scenario Application;0.665;0.540;0.577;0.003;35;0.895;0.727;0.777;0.003;26
UML-IDE-TOOL;1.000;1.000;1.000;0.094;35;1.000;1.000;1.000;0.094;35
Virtual_Office_of_the_Future;0.891;0.738;0.785;0.003;35;0.945;0.782;0.833;0.003;33
Urna Gleidson;0.674;0.568;0.604;0.001;35;0.943;0.796;0.846;0.001;25
Linha de produtos - SimulES e PnP;0.907;0.833;0.860;0.009;35;0.907;0.833;0.860;0.009;35
Car PL;0.645;0.507;0.559;0.005;35;0.903;0.710;0.782;0.005;25
PhysEval;0.987;0.919;0.951;0.003;35;0.987;0.919;0.951;0.003;35
catalogo;0.491;0.429;0.450;0.000;35;0.905;0.789;0.829;0.000;19
Smartwatch;1.000;0.999;1.000;0.004;35;1.000;0.999;1.000;0.004;35
Mobile Phone, until relase 5;0.943;0.916;0.927;0.001;35;1.000;0.972;0.984;0.001;33
JPlug;0.905;0.685;0.766;0.005;35;0.931;0.706;0.788;0.005;34
