CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.737;0.574;0.633;0.032;50;0.801;0.624;0.688;0.034;46
PART;0.573;0.535;0.536;0.032;50;0.716;0.669;0.670;0.039;40
NaiveBayesUpdateable;0.292;0.120;0.162;0.032;50;0.769;0.315;0.426;0.059;19
JRip;0.470;0.508;0.471;0.032;50;0.691;0.748;0.692;0.043;34


VALIDITY RATIO;(F)
min;0.000977
avg;0.031836
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.518;0.434;0.450;0.032;200;0.745;0.625;0.648;0.041;139

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
carpl;0.200;0.225;0.182;0.002;20;0.667;0.750;0.606;0.002;6
AvionFEatures;0.442;0.342;0.371;0.012;20;0.632;0.488;0.530;0.012;14
Ökonomische Merkmale;0.806;0.621;0.652;0.023;20;0.806;0.621;0.652;0.023;20
Phone;0.903;0.705;0.756;0.045;20;0.903;0.705;0.756;0.045;20
CIMS PL;0.100;0.100;0.100;0.001;20;1.000;1.000;1.000;0.001;2
MyFM;0.335;0.187;0.233;0.019;20;0.516;0.287;0.359;0.019;13
VODPlayer;0.613;0.580;0.585;0.047;20;0.721;0.683;0.688;0.047;17
Phone sple;0.472;0.420;0.436;0.026;20;0.674;0.601;0.622;0.026;14
Mobile Game;0.929;0.859;0.884;0.132;20;0.929;0.859;0.884;0.132;20
SAL;0.379;0.304;0.305;0.012;20;0.582;0.468;0.469;0.012;13
