CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];0.960;0.607;0.736;0.025;100;1.000;0.632;0.766;0.026;96
SVM_Puk[1.0, 0.1];0.920;0.574;0.699;0.025;100;1.000;0.624;0.760;0.027;92
Logistic;0.596;0.544;0.523;0.025;100;0.641;0.585;0.563;0.026;93


VALIDITY RATIO;(F)
min;0.000977
avg;0.025049
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.6000000000000001];0.825;0.575;0.653;0.025;300;0.881;0.614;0.697;0.026;281

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
AvionFEatures;0.901;0.617;0.717;0.012;15;0.901;0.617;0.717;0.012;15
CIMS PL;0.249;0.400;0.278;0.001;15;0.622;1.000;0.694;0.001;6
VODPlayer;0.870;0.599;0.703;0.047;15;0.870;0.599;0.703;0.047;15
VOD feature model;1.000;0.742;0.838;0.016;15;1.000;0.742;0.838;0.016;15
Phone sple;0.897;0.440;0.575;0.026;15;0.961;0.471;0.616;0.026;14
Asghar;0.897;0.613;0.723;0.016;15;0.897;0.613;0.723;0.016;15
desordem;0.911;0.462;0.602;0.027;15;0.911;0.462;0.602;0.027;15
E-portal;0.906;0.679;0.762;0.008;15;0.906;0.679;0.762;0.008;15
UPL;0.913;0.593;0.706;0.009;15;0.913;0.593;0.706;0.009;15
carpl;0.671;0.733;0.669;0.002;15;0.839;0.917;0.837;0.002;12
SmartHome_vConejero_r1;0.665;0.667;0.606;0.001;15;0.831;0.833;0.758;0.001;12
Test;0.719;0.495;0.575;0.003;15;0.770;0.531;0.616;0.003;14
Ökonomische Merkmale;0.944;0.700;0.790;0.023;15;0.944;0.700;0.790;0.023;15
Phone;0.938;0.641;0.746;0.045;15;0.938;0.641;0.746;0.045;15
MyFM;0.678;0.386;0.487;0.019;15;0.678;0.386;0.487;0.019;15
ordem;0.947;0.452;0.596;0.027;15;0.947;0.452;0.596;0.027;15
MyFeatureModel;0.700;0.394;0.496;0.017;15;0.808;0.455;0.572;0.017;13
Mobile Game;0.941;0.684;0.780;0.132;15;0.941;0.684;0.780;0.132;15
ETRobocon;0.998;0.741;0.838;0.059;15;0.998;0.741;0.838;0.059;15
SAL;0.761;0.461;0.569;0.012;15;0.761;0.461;0.569;0.012;15
