CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.825;0.586;0.669;0.023;150;0.854;0.606;0.692;0.023;145
PART;0.651;0.634;0.625;0.023;150;0.745;0.726;0.716;0.025;131
NaiveBayesUpdateable;0.364;0.121;0.162;0.023;150;0.854;0.284;0.380;0.039;64
JRip;0.554;0.609;0.564;0.023;150;0.698;0.768;0.711;0.027;119


VALIDITY RATIO;(F)
min;0.000977
avg;0.022526
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.599;0.488;0.505;0.023;600;0.783;0.638;0.660;0.027;459

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.982;0.771;0.829;0.016;20;0.982;0.771;0.829;0.016;20
CCCMS;0.977;0.914;0.940;0.059;20;0.977;0.914;0.940;0.059;20
WB2;0.741;0.643;0.647;0.049;20;0.741;0.643;0.647;0.049;20
VOD feature model;0.966;0.713;0.746;0.016;20;0.966;0.713;0.746;0.016;20
Phone sple;0.472;0.420;0.436;0.026;20;0.674;0.601;0.622;0.026;14
Dummy Car;0.292;0.194;0.212;0.002;20;0.530;0.354;0.386;0.002;11
Asghar;0.604;0.525;0.515;0.016;20;0.711;0.618;0.605;0.016;17
Adams Car;0.429;0.314;0.342;0.007;20;0.661;0.484;0.526;0.007;13
UPL;0.710;0.539;0.585;0.009;20;0.836;0.634;0.688;0.009;17
SmartHome_vConejero_r1;0.194;0.225;0.173;0.001;20;0.646;0.750;0.576;0.001;6
Test;0.265;0.171;0.179;0.003;20;0.530;0.343;0.357;0.003;10
Phone;0.903;0.705;0.756;0.045;20;0.903;0.705;0.756;0.045;20
mon model;0.474;0.313;0.365;0.006;20;0.677;0.446;0.521;0.006;14
ordem;0.857;0.546;0.584;0.027;20;0.857;0.546;0.584;0.027;20
Text Editor;0.362;0.286;0.298;0.003;20;0.557;0.441;0.459;0.003;13
IntelligentTutoringSystem;0.900;0.667;0.723;0.021;20;0.900;0.667;0.723;0.021;20
ETRobocon;0.966;0.885;0.912;0.059;20;0.966;0.885;0.912;0.059;20
test_fm;0.520;0.531;0.503;0.002;20;0.801;0.817;0.774;0.002;13
AvionFEatures;0.442;0.342;0.371;0.012;20;0.632;0.488;0.530;0.012;14
CIMS PL;0.100;0.100;0.100;0.001;20;1.000;1.000;1.000;0.001;2
VODPlayer;0.613;0.580;0.585;0.047;20;0.721;0.683;0.688;0.047;17
desordem;0.697;0.584;0.571;0.027;20;0.774;0.649;0.634;0.027;18
E-portal;0.586;0.528;0.514;0.008;20;0.782;0.704;0.685;0.008;15
carpl;0.200;0.225;0.182;0.002;20;0.667;0.750;0.606;0.002;6
Ökonomische Merkmale;0.806;0.621;0.652;0.023;20;0.806;0.621;0.652;0.023;20
MyFM;0.335;0.187;0.233;0.019;20;0.516;0.287;0.359;0.019;13
Eshop-ufrj;0.678;0.484;0.523;0.012;20;0.753;0.538;0.581;0.012;18
MyFeatureModel;0.579;0.454;0.492;0.017;20;0.771;0.606;0.656;0.017;15
Mobile Game;0.929;0.859;0.884;0.132;20;0.929;0.859;0.884;0.132;20
SAL;0.379;0.304;0.305;0.012;20;0.582;0.468;0.469;0.012;13
