CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.123;0.103;0.106;0.021;385;0.609;0.507;0.521;0.049;78
SVM_Poly[3,2.0,0.5];0.325;0.298;0.287;0.021;385;0.450;0.413;0.398;0.027;278
REPTree;0.044;0.060;0.048;0.021;385;0.543;0.739;0.591;0.073;31
RandomForest;0.539;0.215;0.267;0.021;385;0.733;0.292;0.363;0.026;283
RandomCommittee;0.304;0.304;0.281;0.021;385;0.409;0.409;0.379;0.026;286
MultilayerPerceptron[a];0.232;0.349;0.261;0.021;385;0.322;0.485;0.363;0.027;277
J48;0.034;0.034;0.034;0.021;385;0.874;0.870;0.867;0.136;15


VALIDITY RATIO;(F)
min;0.000977
avg;0.021446
max;0.156250

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.1];0.229;0.195;0.183;0.021;2695;0.494;0.420;0.396;0.030;1248

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.264;0.199;0.204;0.020;35;0.544;0.409;0.420;0.020;17
Mobile phone;0.097;0.109;0.089;0.010;35;0.309;0.345;0.285;0.010;11
hhhhhhh;0.105;0.143;0.108;0.004;35;0.369;0.500;0.377;0.004;10
Bicis_Feature_Model;0.059;0.067;0.057;0.006;35;0.187;0.212;0.180;0.006;11
Maquina de Cae;0.332;0.258;0.265;0.035;35;0.485;0.376;0.386;0.035;24
Phone sple;0.281;0.178;0.181;0.026;35;0.491;0.311;0.316;0.026;20
test gv;0.565;0.441;0.470;0.031;35;0.861;0.671;0.715;0.031;23
Manuel;0.169;0.137;0.135;0.009;35;0.455;0.368;0.362;0.009;13
E-Shop, magister2014;0.270;0.152;0.174;0.018;35;0.472;0.267;0.304;0.018;20
Mobile phone (lenita);0.169;0.143;0.121;0.014;35;0.328;0.278;0.236;0.014;18
Hello World;0.302;0.201;0.212;0.034;35;0.528;0.351;0.370;0.034;20
test 3;0.227;0.188;0.182;0.031;35;0.397;0.330;0.319;0.031;20
LXEP;0.035;0.043;0.029;0.002;35;0.403;0.500;0.337;0.002;3
Test;0.253;0.177;0.164;0.016;35;0.466;0.326;0.301;0.016;19
TEST_NAme;0.358;0.290;0.295;0.035;35;0.522;0.422;0.430;0.035;24
eshop;0.159;0.124;0.105;0.009;35;0.397;0.310;0.263;0.009;14
AA;0.241;0.177;0.156;0.016;35;0.497;0.364;0.322;0.016;17
E-SHOP;0.082;0.071;0.071;0.008;35;0.319;0.278;0.276;0.008;9
Prontuário Eletrônico de Pacientes;0.105;0.060;0.072;0.010;35;0.527;0.300;0.361;0.010;7
Bandymas;0.292;0.186;0.195;0.018;35;0.568;0.361;0.378;0.018;18
Example Product Line Course Using SPLOT;0.144;0.122;0.104;0.014;35;0.316;0.268;0.228;0.014;16
AvionFEatures;0.181;0.131;0.121;0.012;35;0.452;0.327;0.303;0.012;14
Disenio;0.092;0.093;0.067;0.004;35;0.358;0.361;0.260;0.004;9
CIMS PL;0.025;0.086;0.037;0.001;35;0.297;1.000;0.426;0.001;3
VODPlayer;0.389;0.295;0.310;0.047;35;0.567;0.430;0.452;0.047;24
isolation;0.041;0.086;0.048;0.003;35;0.290;0.600;0.339;0.003;5
drupal sawsen;0.233;0.193;0.184;0.008;35;0.582;0.482;0.461;0.008;14
Example Mobile Phone;0.129;0.127;0.112;0.014;35;0.302;0.295;0.261;0.014;15
SPL Studies;0.319;0.277;0.282;0.061;35;0.508;0.441;0.448;0.061;22
Mobile Phone GF;0.198;0.169;0.149;0.014;35;0.385;0.329;0.289;0.014;18
testISA2012;0.165;0.135;0.120;0.014;35;0.361;0.295;0.264;0.014;16
rtrt;0.296;0.204;0.199;0.020;35;0.610;0.421;0.409;0.020;17
Match engine;0.222;0.182;0.183;0.016;35;0.518;0.425;0.427;0.016;15
MK Andes;0.117;0.171;0.119;0.004;35;0.410;0.600;0.416;0.004;10
Cell-Phone-SPL-2014-without;0.241;0.163;0.172;0.047;35;0.444;0.300;0.318;0.047;19
Car;0.295;0.267;0.250;0.023;35;0.492;0.444;0.417;0.023;21
Computer Selection;0.083;0.171;0.097;0.002;35;0.363;0.750;0.424;0.002;8
mobile phone;0.233;0.215;0.202;0.025;35;0.388;0.359;0.336;0.025;21
Modelo;0.076;0.093;0.069;0.004;35;0.382;0.464;0.344;0.004;7
MyFM;0.177;0.111;0.108;0.019;35;0.326;0.205;0.199;0.019;19
Mobile Phone;0.128;0.118;0.105;0.014;70;0.332;0.307;0.272;0.014;27
Mobile Game;0.824;0.774;0.787;0.132;35;0.824;0.774;0.787;0.132;35
SAL;0.143;0.140;0.107;0.012;35;0.294;0.289;0.220;0.012;17
Guad gmocht!;0.267;0.220;0.219;0.020;35;0.467;0.385;0.383;0.020;20
votacao eletronica;0.135;0.098;0.096;0.007;35;0.523;0.381;0.375;0.007;9
UPT_RM_MOBILE;0.156;0.143;0.115;0.014;35;0.321;0.294;0.237;0.014;17
Mobile Phone UPT - 18413;0.161;0.163;0.116;0.014;35;0.332;0.336;0.239;0.014;17
Mobile Tourist Planner;0.373;0.258;0.255;0.027;35;0.622;0.430;0.425;0.027;21
Minimalistic PC Feature Model;0.048;0.057;0.038;0.004;35;0.337;0.400;0.269;0.004;5
anlisis II;0.260;0.215;0.203;0.027;35;0.396;0.328;0.310;0.027;23
Autosoft;0.761;0.720;0.733;0.119;35;0.833;0.788;0.801;0.119;32
MobileMedia;0.373;0.292;0.292;0.028;70;0.608;0.475;0.476;0.028;43
Telefono;0.042;0.061;0.042;0.007;35;0.210;0.306;0.209;0.007;7
Phone;0.546;0.433;0.439;0.045;35;0.708;0.561;0.569;0.045;27
Rotary_Element;0.131;0.119;0.104;0.012;35;0.328;0.298;0.261;0.012;14
celular;0.119;0.086;0.083;0.011;35;0.321;0.231;0.223;0.011;13
Eval_board;0.076;0.100;0.076;0.002;35;0.380;0.500;0.378;0.002;7
AllSports Feature Model;0.350;0.310;0.277;0.023;35;0.556;0.492;0.441;0.023;22
Sample;0.369;0.320;0.308;0.031;35;0.588;0.509;0.490;0.031;22
Feature Tree Example;0.112;0.111;0.090;0.008;35;0.358;0.352;0.287;0.008;11
Dental Surgery;0.033;0.071;0.039;0.002;35;0.291;0.625;0.345;0.002;4
jjjjj;0.224;0.171;0.159;0.018;35;0.436;0.333;0.310;0.018;18
disenio II;0.455;0.367;0.364;0.029;35;0.663;0.535;0.531;0.029;24
Mobile Phone UPT;0.192;0.145;0.144;0.014;35;0.353;0.267;0.266;0.014;19
Test1;0.139;0.129;0.099;0.008;35;0.406;0.375;0.288;0.008;12
carpl;0.021;0.057;0.026;0.002;35;0.246;0.667;0.304;0.002;3
acarlos_trab2_mobile;0.188;0.151;0.141;0.014;35;0.387;0.311;0.290;0.014;17
Nudelsalat;0.172;0.162;0.125;0.012;35;0.355;0.333;0.257;0.012;17
Telefonia Celular;0.281;0.206;0.207;0.035;35;0.410;0.301;0.302;0.035;24
FeatureModel1;0.325;0.214;0.233;0.016;35;0.710;0.469;0.510;0.016;16
Ökonomische Merkmale;0.363;0.260;0.269;0.023;35;0.577;0.413;0.428;0.023;22
Simnumero;0.143;0.132;0.118;0.008;35;0.333;0.308;0.275;0.008;15
abcdefg;0.045;0.062;0.050;0.006;35;0.312;0.433;0.351;0.006;5
Mobile-Phone;0.183;0.127;0.107;0.014;35;0.378;0.261;0.221;0.014;17
WebApp;0.944;0.946;0.943;0.156;35;0.944;0.946;0.943;0.156;35
