CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.583;0.522;0.534;0.021;285;0.918;0.822;0.841;0.028;181
SVM_Poly[3,2.0,0.5];0.953;0.955;0.950;0.021;285;0.963;0.966;0.960;0.021;282
REPTree;0.563;0.494;0.512;0.021;285;0.858;0.752;0.780;0.029;187
RandomForest;0.989;0.886;0.929;0.021;285;0.993;0.889;0.932;0.021;284
RandomCommittee;0.949;0.913;0.926;0.021;285;0.949;0.913;0.926;0.021;285
MultilayerPerceptron[a];0.936;0.884;0.904;0.021;285;0.977;0.923;0.943;0.021;273
J48;0.410;0.375;0.388;0.021;285;0.949;0.868;0.898;0.039;123


VALIDITY RATIO;(F)
min;0.000488
avg;0.020534
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.769;0.718;0.735;0.021;1995;0.950;0.887;0.907;0.024;1615

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Loja Virtual;0.964;0.985;0.974;0.027;35;0.964;0.985;0.974;0.027;35
Matrix chain multiplication;0.544;0.503;0.518;0.007;35;0.953;0.880;0.906;0.007;20
SmartHome- Simplified Sample;0.825;0.817;0.817;0.005;35;0.963;0.953;0.953;0.005;30
E-shop;0.892;0.866;0.873;0.014;35;0.946;0.918;0.926;0.014;33
UPL;0.859;0.810;0.832;0.009;35;0.939;0.885;0.910;0.009;32
SmartHome_vConejero_r1;0.467;0.457;0.450;0.001;35;0.907;0.889;0.874;0.001;18
Weather Station;0.756;0.670;0.699;0.021;35;0.882;0.782;0.816;0.021;30
27-5-207 test;0.873;0.844;0.855;0.021;35;0.926;0.895;0.907;0.021;33
Test;0.530;0.445;0.474;0.003;35;0.884;0.741;0.790;0.003;21
Xor Example;0.883;0.838;0.851;0.020;35;0.966;0.916;0.931;0.020;32
Implementacion;0.494;0.437;0.455;0.003;35;0.864;0.764;0.796;0.003;20
Xor Example 2;1.000;0.954;0.975;0.035;35;1.000;0.954;0.975;0.035;35
ordem;0.930;0.813;0.859;0.027;35;0.930;0.813;0.859;0.027;35
Observatorio;0.571;0.543;0.553;0.004;35;0.951;0.905;0.921;0.004;21
XOR NEW;0.997;0.964;0.979;0.043;35;0.997;0.964;0.979;0.043;35
SimpleModel;0.628;0.546;0.572;0.012;35;0.916;0.797;0.834;0.012;24
Ubuntu;0.542;0.483;0.507;0.006;35;0.949;0.846;0.887;0.006;20
mo;0.995;0.994;0.994;0.029;35;0.995;0.994;0.994;0.029;35
JDFM;0.572;0.524;0.543;0.010;35;0.910;0.834;0.864;0.010;22
NovoSiga;0.849;0.764;0.798;0.010;35;0.991;0.892;0.931;0.010;30
ubuntu;0.610;0.594;0.598;0.009;35;0.928;0.903;0.909;0.009;23
testing;0.998;0.999;0.998;0.125;35;0.998;0.999;0.998;0.125;35
Rotation1;0.854;0.766;0.804;0.005;35;0.997;0.893;0.938;0.005;30
Imolementacion II;0.508;0.505;0.498;0.001;35;0.888;0.883;0.871;0.001;20
Cellphone;0.550;0.502;0.520;0.007;35;0.916;0.837;0.866;0.007;21
Mobile Media v3;0.443;0.414;0.419;0.001;35;0.969;0.906;0.917;0.001;16
Jogo;0.657;0.571;0.599;0.002;35;1.000;0.870;0.912;0.002;23
desordem;0.914;0.779;0.827;0.027;35;0.914;0.779;0.827;0.027;35
Basic Car;0.941;0.914;0.924;0.008;35;0.969;0.941;0.951;0.008;34
1;0.916;0.961;0.936;0.007;35;0.943;0.989;0.964;0.007;34
Sylvain Example;0.646;0.549;0.583;0.005;35;0.870;0.738;0.785;0.005;26
Car;0.683;0.607;0.625;0.006;35;0.919;0.817;0.841;0.006;26
HandlingSystem;0.371;0.371;0.371;0.000;35;1.000;1.000;1.000;0.000;13
Assistente de Compras;0.754;0.665;0.693;0.012;35;0.942;0.832;0.866;0.012;28
MyFeatureModel;0.908;0.833;0.861;0.017;35;0.935;0.858;0.887;0.017;34
ROOT;1.000;1.000;1.000;0.047;35;1.000;1.000;1.000;0.047;35
SPL_e_commerce;0.935;0.832;0.875;0.027;35;0.962;0.857;0.900;0.027;34
Website;1.000;1.000;1.000;0.031;35;1.000;1.000;1.000;0.031;35
VOD feature model;1.000;0.999;1.000;0.016;35;1.000;0.999;1.000;0.016;35
Mauricio Alférez;0.834;0.803;0.814;0.005;35;0.973;0.937;0.950;0.005;30
Asghar;0.945;0.895;0.917;0.016;35;0.945;0.895;0.917;0.016;35
Analisis;0.545;0.495;0.510;0.003;35;0.867;0.788;0.811;0.003;22
Autosoft;0.926;0.873;0.893;0.055;35;0.926;0.873;0.893;0.055;35
PC model;0.743;0.594;0.625;0.009;35;0.963;0.770;0.810;0.009;27
ESCA Embeeded System;0.531;0.474;0.496;0.005;35;0.929;0.830;0.868;0.005;20
Match de foot;1.000;0.996;0.998;0.008;35;1.000;0.996;0.998;0.008;35
CarExample;0.427;0.410;0.404;0.001;35;0.831;0.796;0.785;0.001;18
ETRobocon;0.996;1.000;0.998;0.059;35;0.996;1.000;0.998;0.059;35
asdsfa ewtwwe;0.622;0.593;0.605;0.006;35;0.946;0.902;0.921;0.006;23
ZMUConcernExample;0.780;0.746;0.743;0.004;35;0.910;0.871;0.866;0.004;30
collapse_view_example;0.678;0.497;0.550;0.015;35;0.913;0.669;0.741;0.015;26
E-portal;0.852;0.814;0.829;0.008;35;0.962;0.919;0.936;0.008;31
Modelo de Característica para Entidades Urbanas;1.000;1.000;1.000;0.250;35;1.000;1.000;1.000;0.250;35
r;0.880;0.696;0.747;0.041;35;0.933;0.738;0.793;0.041;33
poker spl;0.635;0.597;0.612;0.010;35;0.926;0.871;0.892;0.010;24
erewr;0.843;0.711;0.757;0.012;35;0.952;0.802;0.855;0.012;31
Webshop_SPLE2014_Chalmers;0.746;0.629;0.665;0.004;35;0.968;0.815;0.862;0.004;27
